Question,Answer
Check if 'Patient' contains an entry with 'age'='AGE-872'.,"import frappe
result = frappe.db.exists('Patient', {'age': 'AGE-872'})
if result:
    print(f'The record exists in Patient where age is AGE-872.')
else:
    print(f'No record found in Patient with age as AGE-872.')"
Does a record exist in 'Shipment' where 'tracking_number' is 'TRACKING_NUMBER-271'?,"import frappe
result = frappe.db.exists('Shipment', {'tracking_number': 'TRACKING_NUMBER-271'})
if result:
    print(f'The record exists in Shipment where tracking_number is TRACKING_NUMBER-271.')
else:
    print(f'No record found in Shipment with tracking_number as TRACKING_NUMBER-271.')"
Does a record exist in 'Task' where 'task_name' is 'TASK_NAME-688'?,"import frappe
result = frappe.db.exists('Task', {'task_name': 'TASK_NAME-688'})
if result:
    print(f'The record exists in Task where task_name is TASK_NAME-688.')
else:
    print(f'No record found in Task with task_name as TASK_NAME-688.')"
Does a record exist in 'Service Level Agreement' where 'status' is 'STATUS-390'?,"import frappe
result = frappe.db.exists('Service Level Agreement', {'status': 'STATUS-390'})
if result:
    print(f'The record exists in Service Level Agreement where status is STATUS-390.')
else:
    print(f'No record found in Service Level Agreement with status as STATUS-390.')"
We got any 'Service Level Agreement' entry having 'customer' as 'CUSTOMER-268'?,"import frappe
result = frappe.db.exists('Service Level Agreement', {'customer': 'CUSTOMER-268'})
if result:
    print(f'The record exists in Service Level Agreement where customer is CUSTOMER-268.')
else:
    print(f'No record found in Service Level Agreement with customer as CUSTOMER-268.')"
Somebody added 'Timesheet' entry with 'employee'='EMPLOYEE-945'?,"import frappe
result = frappe.db.exists('Timesheet', {'employee': 'EMPLOYEE-945'})
if result:
    print(f'The record exists in Timesheet where employee is EMPLOYEE-945.')
else:
    print(f'No record found in Timesheet with employee as EMPLOYEE-945.')"
We got any 'Quotation' entry having 'terms_and_conditions' as 'TERMS_AND_CONDITIONS-403'?,"import frappe
result = frappe.db.exists('Quotation', {'terms_and_conditions': 'TERMS_AND_CONDITIONS-403'})
if result:
    print(f'The record exists in Quotation where terms_and_conditions is TERMS_AND_CONDITIONS-403.')
else:
    print(f'No record found in Quotation with terms_and_conditions as TERMS_AND_CONDITIONS-403.')"
Does a record exist in 'Batch' where 'expiry_date' is 'EXPIRY_DATE-855'?,"import frappe
result = frappe.db.exists('Batch', {'expiry_date': 'EXPIRY_DATE-855'})
if result:
    print(f'The record exists in Batch where expiry_date is EXPIRY_DATE-855.')
else:
    print(f'No record found in Batch with expiry_date as EXPIRY_DATE-855.')"
Check if 'Prescription' contains an entry with 'dosage'='DOSAGE-459'.,"import frappe
result = frappe.db.exists('Prescription', {'dosage': 'DOSAGE-459'})
if result:
    print(f'The record exists in Prescription where dosage is DOSAGE-459.')
else:
    print(f'No record found in Prescription with dosage as DOSAGE-459.')"
We got any 'Vital Signs' entry having 'temperature' as 'TEMPERATURE-721'?,"import frappe
result = frappe.db.exists('Vital Signs', {'temperature': 'TEMPERATURE-721'})
if result:
    print(f'The record exists in Vital Signs where temperature is TEMPERATURE-721.')
else:
    print(f'No record found in Vital Signs with temperature as TEMPERATURE-721.')"
Has someone made a 'BOM' entry using 'quantity' as 'QUANTITY-715'?,"import frappe
result = frappe.db.exists('BOM', {'quantity': 'QUANTITY-715'})
if result:
    print(f'The record exists in BOM where quantity is QUANTITY-715.')
else:
    print(f'No record found in BOM with quantity as QUANTITY-715.')"
Does a record exist in 'Sales Order' where 'order_id' is 'ORDER_ID-336'?,"import frappe
result = frappe.db.exists('Sales Order', {'order_id': 'ORDER_ID-336'})
if result:
    print(f'The record exists in Sales Order where order_id is ORDER_ID-336.')
else:
    print(f'No record found in Sales Order with order_id as ORDER_ID-336.')"
Find me if 'Warehouse' has 'is_group'='IS_GROUP-470' entry.,"import frappe
result = frappe.db.exists('Warehouse', {'is_group': 'IS_GROUP-470'})
if result:
    print(f'The record exists in Warehouse where is_group is IS_GROUP-470.')
else:
    print(f'No record found in Warehouse with is_group as IS_GROUP-470.')"
We got any 'Patient' entry having 'age' as 'AGE-364'?,"import frappe
result = frappe.db.exists('Patient', {'age': 'AGE-364'})
if result:
    print(f'The record exists in Patient where age is AGE-364.')
else:
    print(f'No record found in Patient with age as AGE-364.')"
Somebody added 'Subscription' entry with 'plan'='PLAN-204'?,"import frappe
result = frappe.db.exists('Subscription', {'plan': 'PLAN-204'})
if result:
    print(f'The record exists in Subscription where plan is PLAN-204.')
else:
    print(f'No record found in Subscription with plan as PLAN-204.')"
There 'BOM' exist with 'quantity'='QUANTITY-382'?,"import frappe
result = frappe.db.exists('BOM', {'quantity': 'QUANTITY-382'})
if result:
    print(f'The record exists in BOM where quantity is QUANTITY-382.')
else:
    print(f'No record found in BOM with quantity as QUANTITY-382.')"
Would there be a 'Expense Claim' where 'category' equals 'CATEGORY-950'?,"import frappe
result = frappe.db.exists('Expense Claim', {'category': 'CATEGORY-950'})
if result:
    print(f'The record exists in Expense Claim where category is CATEGORY-950.')
else:
    print(f'No record found in Expense Claim with category as CATEGORY-950.')"
Somebody added 'Sales Order' entry with 'total'='TOTAL-266'?,"import frappe
result = frappe.db.exists('Sales Order', {'total': 'TOTAL-266'})
if result:
    print(f'The record exists in Sales Order where total is TOTAL-266.')
else:
    print(f'No record found in Sales Order with total as TOTAL-266.')"
Is there any 'Software License' with 'user_count' being 'USER_COUNT-454'?,"import frappe
result = frappe.db.exists('Software License', {'user_count': 'USER_COUNT-454'})
if result:
    print(f'The record exists in Software License where user_count is USER_COUNT-454.')
else:
    print(f'No record found in Software License with user_count as USER_COUNT-454.')"
Is there any 'Warranty Claim' with 'warranty_expiry' being 'WARRANTY_EXPIRY-242'?,"import frappe
result = frappe.db.exists('Warranty Claim', {'warranty_expiry': 'WARRANTY_EXPIRY-242'})
if result:
    print(f'The record exists in Warranty Claim where warranty_expiry is WARRANTY_EXPIRY-242.')
else:
    print(f'No record found in Warranty Claim with warranty_expiry as WARRANTY_EXPIRY-242.')"
Would there be a 'Milestone' where 'project' equals 'PROJECT-350'?,"import frappe
result = frappe.db.exists('Milestone', {'project': 'PROJECT-350'})
if result:
    print(f'The record exists in Milestone where project is PROJECT-350.')
else:
    print(f'No record found in Milestone with project as PROJECT-350.')"
Somebody added 'Student' entry with 'roll_number'='ROLL_NUMBER-160'?,"import frappe
result = frappe.db.exists('Student', {'roll_number': 'ROLL_NUMBER-160'})
if result:
    print(f'The record exists in Student where roll_number is ROLL_NUMBER-160.')
else:
    print(f'No record found in Student with roll_number as ROLL_NUMBER-160.')"
Is there any 'Job Applicant' with 'resume' being 'RESUME-178'?,"import frappe
result = frappe.db.exists('Job Applicant', {'resume': 'RESUME-178'})
if result:
    print(f'The record exists in Job Applicant where resume is RESUME-178.')
else:
    print(f'No record found in Job Applicant with resume as RESUME-178.')"
Would there be a 'Milestone' where 'milestone_name' equals 'MILESTONE_NAME-691'?,"import frappe
result = frappe.db.exists('Milestone', {'milestone_name': 'MILESTONE_NAME-691'})
if result:
    print(f'The record exists in Milestone where milestone_name is MILESTONE_NAME-691.')
else:
    print(f'No record found in Milestone with milestone_name as MILESTONE_NAME-691.')"
There any 'Audit Report' record where 'report_id' matches 'REPORT_ID-297'?,"import frappe
result = frappe.db.exists('Audit Report', {'report_id': 'REPORT_ID-297'})
if result:
    print(f'The record exists in Audit Report where report_id is REPORT_ID-297.')
else:
    print(f'No record found in Audit Report with report_id as REPORT_ID-297.')"
We got any 'Fleet Management' entry having 'last_service_date' as 'LAST_SERVICE_DATE-590'?,"import frappe
result = frappe.db.exists('Fleet Management', {'last_service_date': 'LAST_SERVICE_DATE-590'})
if result:
    print(f'The record exists in Fleet Management where last_service_date is LAST_SERVICE_DATE-590.')
else:
    print(f'No record found in Fleet Management with last_service_date as LAST_SERVICE_DATE-590.')"
There 'Timesheet' exist with 'project'='PROJECT-484'?,"import frappe
result = frappe.db.exists('Timesheet', {'project': 'PROJECT-484'})
if result:
    print(f'The record exists in Timesheet where project is PROJECT-484.')
else:
    print(f'No record found in Timesheet with project as PROJECT-484.')"
Would there be a 'Opportunity' where 'closing_date' equals 'CLOSING_DATE-884'?,"import frappe
result = frappe.db.exists('Opportunity', {'closing_date': 'CLOSING_DATE-884'})
if result:
    print(f'The record exists in Opportunity where closing_date is CLOSING_DATE-884.')
else:
    print(f'No record found in Opportunity with closing_date as CLOSING_DATE-884.')"
We got any 'Warehouse' entry having 'company' as 'COMPANY-743'?,"import frappe
result = frappe.db.exists('Warehouse', {'company': 'COMPANY-743'})
if result:
    print(f'The record exists in Warehouse where company is COMPANY-743.')
else:
    print(f'No record found in Warehouse with company as COMPANY-743.')"
There any 'E-commerce Order' record where 'order_id' matches 'ORDER_ID-943'?,"import frappe
result = frappe.db.exists('E-commerce Order', {'order_id': 'ORDER_ID-943'})
if result:
    print(f'The record exists in E-commerce Order where order_id is ORDER_ID-943.')
else:
    print(f'No record found in E-commerce Order with order_id as ORDER_ID-943.')"
Has someone made a 'Sales Order' entry using 'status' as 'STATUS-519'?,"import frappe
result = frappe.db.exists('Sales Order', {'status': 'STATUS-519'})
if result:
    print(f'The record exists in Sales Order where status is STATUS-519.')
else:
    print(f'No record found in Sales Order with status as STATUS-519.')"
There any 'Lab Test' record where 'status' matches 'STATUS-603'?,"import frappe
result = frappe.db.exists('Lab Test', {'status': 'STATUS-603'})
if result:
    print(f'The record exists in Lab Test where status is STATUS-603.')
else:
    print(f'No record found in Lab Test with status as STATUS-603.')"
There 'Patient' exist with 'patient_name'='PATIENT_NAME-969'?,"import frappe
result = frappe.db.exists('Patient', {'patient_name': 'PATIENT_NAME-969'})
if result:
    print(f'The record exists in Patient where patient_name is PATIENT_NAME-969.')
else:
    print(f'No record found in Patient with patient_name as PATIENT_NAME-969.')"
Find me if 'Contact' has 'last_name'='LAST_NAME-269' entry.,"import frappe
result = frappe.db.exists('Contact', {'last_name': 'LAST_NAME-269'})
if result:
    print(f'The record exists in Contact where last_name is LAST_NAME-269.')
else:
    print(f'No record found in Contact with last_name as LAST_NAME-269.')"
Has someone made a 'Payroll Entry' entry using 'status' as 'STATUS-408'?,"import frappe
result = frappe.db.exists('Payroll Entry', {'status': 'STATUS-408'})
if result:
    print(f'The record exists in Payroll Entry where status is STATUS-408.')
else:
    print(f'No record found in Payroll Entry with status as STATUS-408.')"
Is there any 'Lead' with 'email' being 'EMAIL-405'?,"import frappe
result = frappe.db.exists('Lead', {'email': 'EMAIL-405'})
if result:
    print(f'The record exists in Lead where email is EMAIL-405.')
else:
    print(f'No record found in Lead with email as EMAIL-405.')"
We got any 'Opportunity' entry having 'amount' as 'AMOUNT-209'?,"import frappe
result = frappe.db.exists('Opportunity', {'amount': 'AMOUNT-209'})
if result:
    print(f'The record exists in Opportunity where amount is AMOUNT-209.')
else:
    print(f'No record found in Opportunity with amount as AMOUNT-209.')"
Find me if 'Patient' has 'allergies'='ALLERGIES-476' entry.,"import frappe
result = frappe.db.exists('Patient', {'allergies': 'ALLERGIES-476'})
if result:
    print(f'The record exists in Patient where allergies is ALLERGIES-476.')
else:
    print(f'No record found in Patient with allergies as ALLERGIES-476.')"
Has someone made a 'Chart of Accounts' entry using 'company' as 'COMPANY-772'?,"import frappe
result = frappe.db.exists('Chart of Accounts', {'company': 'COMPANY-772'})
if result:
    print(f'The record exists in Chart of Accounts where company is COMPANY-772.')
else:
    print(f'No record found in Chart of Accounts with company as COMPANY-772.')"
Check if 'Service Level Agreement' contains an entry with 'customer'='CUSTOMER-103'.,"import frappe
result = frappe.db.exists('Service Level Agreement', {'customer': 'CUSTOMER-103'})
if result:
    print(f'The record exists in Service Level Agreement where customer is CUSTOMER-103.')
else:
    print(f'No record found in Service Level Agreement with customer as CUSTOMER-103.')"
Has someone made a 'E-commerce Order' entry using 'order_total' as 'ORDER_TOTAL-651'?,"import frappe
result = frappe.db.exists('E-commerce Order', {'order_total': 'ORDER_TOTAL-651'})
if result:
    print(f'The record exists in E-commerce Order where order_total is ORDER_TOTAL-651.')
else:
    print(f'No record found in E-commerce Order with order_total as ORDER_TOTAL-651.')"
There any 'Sales Invoice' record where 'due_date' matches 'DUE_DATE-594'?,"import frappe
result = frappe.db.exists('Sales Invoice', {'due_date': 'DUE_DATE-594'})
if result:
    print(f'The record exists in Sales Invoice where due_date is DUE_DATE-594.')
else:
    print(f'No record found in Sales Invoice with due_date as DUE_DATE-594.')"
Is there any 'Event' with 'organizer' being 'ORGANIZER-921'?,"import frappe
result = frappe.db.exists('Event', {'organizer': 'ORGANIZER-921'})
if result:
    print(f'The record exists in Event where organizer is ORGANIZER-921.')
else:
    print(f'No record found in Event with organizer as ORGANIZER-921.')"
Has someone made a 'Patient' entry using 'medical_history' as 'MEDICAL_HISTORY-244'?,"import frappe
result = frappe.db.exists('Patient', {'medical_history': 'MEDICAL_HISTORY-244'})
if result:
    print(f'The record exists in Patient where medical_history is MEDICAL_HISTORY-244.')
else:
    print(f'No record found in Patient with medical_history as MEDICAL_HISTORY-244.')"
Check if 'Purchase Invoice' contains an entry with 'supplier'='SUPPLIER-704'.,"import frappe
result = frappe.db.exists('Purchase Invoice', {'supplier': 'SUPPLIER-704'})
if result:
    print(f'The record exists in Purchase Invoice where supplier is SUPPLIER-704.')
else:
    print(f'No record found in Purchase Invoice with supplier as SUPPLIER-704.')"
There 'Lead' exist with 'email'='EMAIL-866'?,"import frappe
result = frappe.db.exists('Lead', {'email': 'EMAIL-866'})
if result:
    print(f'The record exists in Lead where email is EMAIL-866.')
else:
    print(f'No record found in Lead with email as EMAIL-866.')"
Check if 'Task' contains an entry with 'project'='PROJECT-705'.,"import frappe
result = frappe.db.exists('Task', {'project': 'PROJECT-705'})
if result:
    print(f'The record exists in Task where project is PROJECT-705.')
else:
    print(f'No record found in Task with project as PROJECT-705.')"
There 'Job Applicant' exist with 'phone'='PHONE-636'?,"import frappe
result = frappe.db.exists('Job Applicant', {'phone': 'PHONE-636'})
if result:
    print(f'The record exists in Job Applicant where phone is PHONE-636.')
else:
    print(f'No record found in Job Applicant with phone as PHONE-636.')"
Somebody added 'Fleet Management' entry with 'last_service_date'='LAST_SERVICE_DATE-375'?,"import frappe
result = frappe.db.exists('Fleet Management', {'last_service_date': 'LAST_SERVICE_DATE-375'})
if result:
    print(f'The record exists in Fleet Management where last_service_date is LAST_SERVICE_DATE-375.')
else:
    print(f'No record found in Fleet Management with last_service_date as LAST_SERVICE_DATE-375.')"
Does a record exist in 'Payment Entry' where 'reference_no' is 'REFERENCE_NO-411'?,"import frappe
result = frappe.db.exists('Payment Entry', {'reference_no': 'REFERENCE_NO-411'})
if result:
    print(f'The record exists in Payment Entry where reference_no is REFERENCE_NO-411.')
else:
    print(f'No record found in Payment Entry with reference_no as REFERENCE_NO-411.')"
Would there be a 'Opportunity' where 'customer' equals 'CUSTOMER-566'?,"import frappe
result = frappe.db.exists('Opportunity', {'customer': 'CUSTOMER-566'})
if result:
    print(f'The record exists in Opportunity where customer is CUSTOMER-566.')
else:
    print(f'No record found in Opportunity with customer as CUSTOMER-566.')"
Has someone made a 'Work Order' entry using 'quantity' as 'QUANTITY-159'?,"import frappe
result = frappe.db.exists('Work Order', {'quantity': 'QUANTITY-159'})
if result:
    print(f'The record exists in Work Order where quantity is QUANTITY-159.')
else:
    print(f'No record found in Work Order with quantity as QUANTITY-159.')"
Check if 'Meeting' contains an entry with 'meeting_id'='MEETING_ID-483'.,"import frappe
result = frappe.db.exists('Meeting', {'meeting_id': 'MEETING_ID-483'})
if result:
    print(f'The record exists in Meeting where meeting_id is MEETING_ID-483.')
else:
    print(f'No record found in Meeting with meeting_id as MEETING_ID-483.')"
Somebody added 'Sales Invoice' entry with 'due_date'='DUE_DATE-749'?,"import frappe
result = frappe.db.exists('Sales Invoice', {'due_date': 'DUE_DATE-749'})
if result:
    print(f'The record exists in Sales Invoice where due_date is DUE_DATE-749.')
else:
    print(f'No record found in Sales Invoice with due_date as DUE_DATE-749.')"
Somebody added 'Tax Rule' entry with 'valid_to'='VALID_TO-826'?,"import frappe
result = frappe.db.exists('Tax Rule', {'valid_to': 'VALID_TO-826'})
if result:
    print(f'The record exists in Tax Rule where valid_to is VALID_TO-826.')
else:
    print(f'No record found in Tax Rule with valid_to as VALID_TO-826.')"
We got any 'Batch' entry having 'expiry_date' as 'EXPIRY_DATE-431'?,"import frappe
result = frappe.db.exists('Batch', {'expiry_date': 'EXPIRY_DATE-431'})
if result:
    print(f'The record exists in Batch where expiry_date is EXPIRY_DATE-431.')
else:
    print(f'No record found in Batch with expiry_date as EXPIRY_DATE-431.')"
Does a record exist in 'Stock Ledger Entry' where 'actual_qty' is 'ACTUAL_QTY-522'?,"import frappe
result = frappe.db.exists('Stock Ledger Entry', {'actual_qty': 'ACTUAL_QTY-522'})
if result:
    print(f'The record exists in Stock Ledger Entry where actual_qty is ACTUAL_QTY-522.')
else:
    print(f'No record found in Stock Ledger Entry with actual_qty as ACTUAL_QTY-522.')"
We got any 'Leave Application' entry having 'leave_balance' as 'LEAVE_BALANCE-452'?,"import frappe
result = frappe.db.exists('Leave Application', {'leave_balance': 'LEAVE_BALANCE-452'})
if result:
    print(f'The record exists in Leave Application where leave_balance is LEAVE_BALANCE-452.')
else:
    print(f'No record found in Leave Application with leave_balance as LEAVE_BALANCE-452.')"
Has someone made a 'Opportunity' entry using 'opportunity_name' as 'OPPORTUNITY_NAME-493'?,"import frappe
result = frappe.db.exists('Opportunity', {'opportunity_name': 'OPPORTUNITY_NAME-493'})
if result:
    print(f'The record exists in Opportunity where opportunity_name is OPPORTUNITY_NAME-493.')
else:
    print(f'No record found in Opportunity with opportunity_name as OPPORTUNITY_NAME-493.')"
We got any 'Leave Application' entry having 'to_date' as 'TO_DATE-716'?,"import frappe
result = frappe.db.exists('Leave Application', {'to_date': 'TO_DATE-716'})
if result:
    print(f'The record exists in Leave Application where to_date is TO_DATE-716.')
else:
    print(f'No record found in Leave Application with to_date as TO_DATE-716.')"
There any 'Journal Entry' record where 'debit' matches 'DEBIT-842'?,"import frappe
result = frappe.db.exists('Journal Entry', {'debit': 'DEBIT-842'})
if result:
    print(f'The record exists in Journal Entry where debit is DEBIT-842.')
else:
    print(f'No record found in Journal Entry with debit as DEBIT-842.')"
Does a record exist in 'Timesheet' where 'project' is 'PROJECT-913'?,"import frappe
result = frappe.db.exists('Timesheet', {'project': 'PROJECT-913'})
if result:
    print(f'The record exists in Timesheet where project is PROJECT-913.')
else:
    print(f'No record found in Timesheet with project as PROJECT-913.')"
Has someone made a 'Timesheet' entry using 'total_hours' as 'TOTAL_HOURS-286'?,"import frappe
result = frappe.db.exists('Timesheet', {'total_hours': 'TOTAL_HOURS-286'})
if result:
    print(f'The record exists in Timesheet where total_hours is TOTAL_HOURS-286.')
else:
    print(f'No record found in Timesheet with total_hours as TOTAL_HOURS-286.')"
Has someone made a 'Customer' entry using 'tax_id' as 'TAX_ID-675'?,"import frappe
result = frappe.db.exists('Customer', {'tax_id': 'TAX_ID-675'})
if result:
    print(f'The record exists in Customer where tax_id is TAX_ID-675.')
else:
    print(f'No record found in Customer with tax_id as TAX_ID-675.')"
Is there any 'Stock Ledger Entry' with 'item_code' being 'ITEM_CODE-895'?,"import frappe
result = frappe.db.exists('Stock Ledger Entry', {'item_code': 'ITEM_CODE-895'})
if result:
    print(f'The record exists in Stock Ledger Entry where item_code is ITEM_CODE-895.')
else:
    print(f'No record found in Stock Ledger Entry with item_code as ITEM_CODE-895.')"
Does a record exist in 'Prescription' where 'dosage' is 'DOSAGE-685'?,"import frappe
result = frappe.db.exists('Prescription', {'dosage': 'DOSAGE-685'})
if result:
    print(f'The record exists in Prescription where dosage is DOSAGE-685.')
else:
    print(f'No record found in Prescription with dosage as DOSAGE-685.')"
Has someone made a 'Quotation' entry using 'terms_and_conditions' as 'TERMS_AND_CONDITIONS-330'?,"import frappe
result = frappe.db.exists('Quotation', {'terms_and_conditions': 'TERMS_AND_CONDITIONS-330'})
if result:
    print(f'The record exists in Quotation where terms_and_conditions is TERMS_AND_CONDITIONS-330.')
else:
    print(f'No record found in Quotation with terms_and_conditions as TERMS_AND_CONDITIONS-330.')"
Has someone made a 'Customer' entry using 'customer_group' as 'CUSTOMER_GROUP-102'?,"import frappe
result = frappe.db.exists('Customer', {'customer_group': 'CUSTOMER_GROUP-102'})
if result:
    print(f'The record exists in Customer where customer_group is CUSTOMER_GROUP-102.')
else:
    print(f'No record found in Customer with customer_group as CUSTOMER_GROUP-102.')"
Somebody added 'Project' entry with 'budget'='BUDGET-265'?,"import frappe
result = frappe.db.exists('Project', {'budget': 'BUDGET-265'})
if result:
    print(f'The record exists in Project where budget is BUDGET-265.')
else:
    print(f'No record found in Project with budget as BUDGET-265.')"
Somebody added 'Hotel Reservation' entry with 'room_type'='ROOM_TYPE-873'?,"import frappe
result = frappe.db.exists('Hotel Reservation', {'room_type': 'ROOM_TYPE-873'})
if result:
    print(f'The record exists in Hotel Reservation where room_type is ROOM_TYPE-873.')
else:
    print(f'No record found in Hotel Reservation with room_type as ROOM_TYPE-873.')"
Would there be a 'Service Level Agreement' where 'status' equals 'STATUS-474'?,"import frappe
result = frappe.db.exists('Service Level Agreement', {'status': 'STATUS-474'})
if result:
    print(f'The record exists in Service Level Agreement where status is STATUS-474.')
else:
    print(f'No record found in Service Level Agreement with status as STATUS-474.')"
There 'Patient' exist with 'patient_name'='PATIENT_NAME-417'?,"import frappe
result = frappe.db.exists('Patient', {'patient_name': 'PATIENT_NAME-417'})
if result:
    print(f'The record exists in Patient where patient_name is PATIENT_NAME-417.')
else:
    print(f'No record found in Patient with patient_name as PATIENT_NAME-417.')"
Does a record exist in 'Campaign' where 'campaign_name' is 'CAMPAIGN_NAME-286'?,"import frappe
result = frappe.db.exists('Campaign', {'campaign_name': 'CAMPAIGN_NAME-286'})
if result:
    print(f'The record exists in Campaign where campaign_name is CAMPAIGN_NAME-286.')
else:
    print(f'No record found in Campaign with campaign_name as CAMPAIGN_NAME-286.')"
Check if 'Lead' contains an entry with 'email'='EMAIL-369'.,"import frappe
result = frappe.db.exists('Lead', {'email': 'EMAIL-369'})
if result:
    print(f'The record exists in Lead where email is EMAIL-369.')
else:
    print(f'No record found in Lead with email as EMAIL-369.')"
Somebody added 'Prescription' entry with 'duration'='DURATION-865'?,"import frappe
result = frappe.db.exists('Prescription', {'duration': 'DURATION-865'})
if result:
    print(f'The record exists in Prescription where duration is DURATION-865.')
else:
    print(f'No record found in Prescription with duration as DURATION-865.')"
Somebody added 'Instructor' entry with 'email'='EMAIL-677'?,"import frappe
result = frappe.db.exists('Instructor', {'email': 'EMAIL-677'})
if result:
    print(f'The record exists in Instructor where email is EMAIL-677.')
else:
    print(f'No record found in Instructor with email as EMAIL-677.')"
Find me if 'Hotel Reservation' has 'check_out'='CHECK_OUT-103' entry.,"import frappe
result = frappe.db.exists('Hotel Reservation', {'check_out': 'CHECK_OUT-103'})
if result:
    print(f'The record exists in Hotel Reservation where check_out is CHECK_OUT-103.')
else:
    print(f'No record found in Hotel Reservation with check_out as CHECK_OUT-103.')"
Check if 'Vital Signs' contains an entry with 'pulse'='PULSE-349'.,"import frappe
result = frappe.db.exists('Vital Signs', {'pulse': 'PULSE-349'})
if result:
    print(f'The record exists in Vital Signs where pulse is PULSE-349.')
else:
    print(f'No record found in Vital Signs with pulse as PULSE-349.')"
We got any 'Prescription' entry having 'doctor' as 'DOCTOR-329'?,"import frappe
result = frappe.db.exists('Prescription', {'doctor': 'DOCTOR-329'})
if result:
    print(f'The record exists in Prescription where doctor is DOCTOR-329.')
else:
    print(f'No record found in Prescription with doctor as DOCTOR-329.')"
Check if 'Service Level Agreement' contains an entry with 'agreement_name'='AGREEMENT_NAME-534'.,"import frappe
result = frappe.db.exists('Service Level Agreement', {'agreement_name': 'AGREEMENT_NAME-534'})
if result:
    print(f'The record exists in Service Level Agreement where agreement_name is AGREEMENT_NAME-534.')
else:
    print(f'No record found in Service Level Agreement with agreement_name as AGREEMENT_NAME-534.')"
Would there be a 'Stock Ledger Entry' where 'posting_date' equals 'POSTING_DATE-312'?,"import frappe
result = frappe.db.exists('Stock Ledger Entry', {'posting_date': 'POSTING_DATE-312'})
if result:
    print(f'The record exists in Stock Ledger Entry where posting_date is POSTING_DATE-312.')
else:
    print(f'No record found in Stock Ledger Entry with posting_date as POSTING_DATE-312.')"
Find me if 'Chart of Accounts' has 'currency'='CURRENCY-918' entry.,"import frappe
result = frappe.db.exists('Chart of Accounts', {'currency': 'CURRENCY-918'})
if result:
    print(f'The record exists in Chart of Accounts where currency is CURRENCY-918.')
else:
    print(f'No record found in Chart of Accounts with currency as CURRENCY-918.')"
Check if 'Prescription' contains an entry with 'doctor'='DOCTOR-129'.,"import frappe
result = frappe.db.exists('Prescription', {'doctor': 'DOCTOR-129'})
if result:
    print(f'The record exists in Prescription where doctor is DOCTOR-129.')
else:
    print(f'No record found in Prescription with doctor as DOCTOR-129.')"
Is there any 'Lead' with 'email' being 'EMAIL-974'?,"import frappe
result = frappe.db.exists('Lead', {'email': 'EMAIL-974'})
if result:
    print(f'The record exists in Lead where email is EMAIL-974.')
else:
    print(f'No record found in Lead with email as EMAIL-974.')"
Find me if 'Student' has 'roll_number'='ROLL_NUMBER-463' entry.,"import frappe
result = frappe.db.exists('Student', {'roll_number': 'ROLL_NUMBER-463'})
if result:
    print(f'The record exists in Student where roll_number is ROLL_NUMBER-463.')
else:
    print(f'No record found in Student with roll_number as ROLL_NUMBER-463.')"
Has someone made a 'Expense Claim' entry using 'expense_amount' as 'EXPENSE_AMOUNT-377'?,"import frappe
result = frappe.db.exists('Expense Claim', {'expense_amount': 'EXPENSE_AMOUNT-377'})
if result:
    print(f'The record exists in Expense Claim where expense_amount is EXPENSE_AMOUNT-377.')
else:
    print(f'No record found in Expense Claim with expense_amount as EXPENSE_AMOUNT-377.')"
We got any 'Lab Test' entry having 'result' as 'RESULT-486'?,"import frappe
result = frappe.db.exists('Lab Test', {'result': 'RESULT-486'})
if result:
    print(f'The record exists in Lab Test where result is RESULT-486.')
else:
    print(f'No record found in Lab Test with result as RESULT-486.')"
Check if 'Warranty Claim' contains an entry with 'product'='PRODUCT-530'.,"import frappe
result = frappe.db.exists('Warranty Claim', {'product': 'PRODUCT-530'})
if result:
    print(f'The record exists in Warranty Claim where product is PRODUCT-530.')
else:
    print(f'No record found in Warranty Claim with product as PRODUCT-530.')"
There 'Payment Entry' exist with 'mode_of_payment'='MODE_OF_PAYMENT-924'?,"import frappe
result = frappe.db.exists('Payment Entry', {'mode_of_payment': 'MODE_OF_PAYMENT-924'})
if result:
    print(f'The record exists in Payment Entry where mode_of_payment is MODE_OF_PAYMENT-924.')
else:
    print(f'No record found in Payment Entry with mode_of_payment as MODE_OF_PAYMENT-924.')"
There any 'Subscription' record where 'subscription_id' matches 'SUBSCRIPTION_ID-465'?,"import frappe
result = frappe.db.exists('Subscription', {'subscription_id': 'SUBSCRIPTION_ID-465'})
if result:
    print(f'The record exists in Subscription where subscription_id is SUBSCRIPTION_ID-465.')
else:
    print(f'No record found in Subscription with subscription_id as SUBSCRIPTION_ID-465.')"
Find me if 'Course' has 'course_name'='COURSE_NAME-435' entry.,"import frappe
result = frappe.db.exists('Course', {'course_name': 'COURSE_NAME-435'})
if result:
    print(f'The record exists in Course where course_name is COURSE_NAME-435.')
else:
    print(f'No record found in Course with course_name as COURSE_NAME-435.')"
There 'Permit Application' exist with 'permit_type'='PERMIT_TYPE-865'?,"import frappe
result = frappe.db.exists('Permit Application', {'permit_type': 'PERMIT_TYPE-865'})
if result:
    print(f'The record exists in Permit Application where permit_type is PERMIT_TYPE-865.')
else:
    print(f'No record found in Permit Application with permit_type as PERMIT_TYPE-865.')"
