Corrected Customer Question,Corrected Frappe Query
Can you provide the parent document for Asset with cust_002?,"frappe.get_doc(""Asset"", ""ID-002"").get_parent()"
"For Job Applicant with doc_049, what is the parent document?","frappe.get_doc(""Job Applicant"", ""ID-049"").get_parent()"
Can you provide the parent document for Prescription with prescription_004?,"frappe.get_doc(""Prescription"", ""ID-004"").get_parent()"
Could you help me find the parent document linked to Customer with cus-020?,"frappe.get_doc(""Customer"", ""ID-020"").get_parent()"
I need to know the parent document for Purchase Order identified by ref 045.,"frappe.get_doc(""Purchase Order"", ""ID-045"").get_parent()"
What is the parent document for the Loan with doc_017?,"frappe.get_doc(""Loan"", ""ID-017"").get_parent()"
Can you provide the parent document for Job Card with ref-004?,"frappe.get_doc(""Job Card"", ""ID-004"").get_parent()"
I need to know the parent document for Fleet Management identified by id 032.,"frappe.get_doc(""Fleet Management"", ""ID-032"").get_parent()"
Tell me the parent document of Pricing Rule with hdyhfdje480.,"frappe.get_doc(""Pricing Rule"", ""ID-026"").get_parent()"
Could you help me find the parent document linked to Loan with cust_039?,"frappe.get_doc(""Loan"", ""ID-039"").get_parent()"
Can you provide the parent document for Supplier with record 022?,"frappe.get_doc(""Supplier"", ""ID-022"").get_parent()"
Could you help me find the parent document linked to E-commerce Order with identifier 020?,"frappe.get_doc(""E-commerce Order"", ""ID-020"").get_parent()"
Can you provide the parent document for Pricing Rule with 046X?,"frappe.get_doc(""Pricing Rule"", ""ID-046"").get_parent()"
Tell me the parent document of Job Opening with entry 022.,"frappe.get_doc(""Job Opening"", ""ID-022"").get_parent()"
I need to know the parent document for Material Request identified by doc_044.,"frappe.get_doc(""Material Request"", ""ID-044"").get_parent()"
"For Purchase Order with pur-008, what is the parent document?","frappe.get_doc(""Purchase Order"", ""ID-008"").get_parent()"
I need to know the parent document for E-commerce Order identified by identifier 015.,"frappe.get_doc(""E-commerce Order"", ""ID-015"").get_parent()"
Could you tell me the parent document of Supplier for supplier_019?,"frappe.get_doc(""Supplier"", ""ID-019"").get_parent()"
Could you help me find the parent document linked to Project with ty6953?,"frappe.get_doc(""Project"", ""ID-011"").get_parent()"
Can you provide the parent document for Supplier with order_026?,"frappe.get_doc(""Supplier"", ""ID-026"").get_parent()"
Tell me the parent document of Asset with doc_031.,"frappe.get_doc(""Asset"", ""ID-031"").get_parent()"
Could you help me find the parent document linked to Item with name 009?,"frappe.get_doc(""Item"", ""ID-009"").get_parent()"
"For Purchase Order with order_004, what is the parent document?","frappe.get_doc(""Purchase Order"", ""ID-004"").get_parent()"
Could you tell me the parent document of Meeting for name 045?,"frappe.get_doc(""Meeting"", ""ID-045"").get_parent()"
Tell me the parent document of Tax Rule with doc_name 007.,"frappe.get_doc(""Tax Rule"", ""ID-007"").get_parent()"
Can you find the parent document of Asset having doc_027?,"frappe.get_doc(""Asset"", ""ID-027"").get_parent()"
What is the parent document for the Invoice with name 044?,"frappe.get_doc(""Invoice"", ""ID-044"").get_parent()"
What is the parent document for the Supplier with sup-030?,"frappe.get_doc(""Supplier"", ""ID-030"").get_parent()"
What is the parent document for the Loan with hdyhfdje302?,"frappe.get_doc(""Loan"", ""ID-049"").get_parent()"
Tell me the parent document of Course with 021_ID.,"frappe.get_doc(""Course"", ""ID-021"").get_parent()"
Can you provide the parent document for Purchase Invoice with hdyhfdje819?,"frappe.get_doc(""Purchase Invoice"", ""ID-004"").get_parent()"
Can you provide the parent document for Purchase Invoice with record 029?,"frappe.get_doc(""Purchase Invoice"", ""ID-029"").get_parent()"
"For Asset with name 041, what is the parent document?","frappe.get_doc(""Asset"", ""ID-041"").get_parent()"
Can you provide the parent document for Audit Report with 025X?,"frappe.get_doc(""Audit Report"", ""ID-025"").get_parent()"
Could you help me find the parent document linked to Student with ref-019?,"frappe.get_doc(""Student"", ""ID-019"").get_parent()"
"For Timesheet with timesheet_033, what is the parent document?","frappe.get_doc(""Timesheet"", ""ID-033"").get_parent()"
"For Pricing Rule with supp_042, what is the parent document?","frappe.get_doc(""Pricing Rule"", ""ID-042"").get_parent()"
What is the parent document for the Work Order with entry 016?,"frappe.get_doc(""Work Order"", ""ID-016"").get_parent()"
What is the parent document for the Asset with ty2351?,"frappe.get_doc(""Asset"", ""ID-044"").get_parent()"
"For Serial No with doc_name 027, what is the parent document?","frappe.get_doc(""Serial No"", ""ID-027"").get_parent()"
Can you provide the parent document for Job Card with name 016?,"frappe.get_doc(""Job Card"", ""ID-016"").get_parent()"
Can you provide the parent document for E-commerce Order with doc_049?,"frappe.get_doc(""E-commerce Order"", ""ID-049"").get_parent()"
What is the parent document for the Course with 009_ID?,"frappe.get_doc(""Course"", ""ID-009"").get_parent()"
Could you help me find the parent document linked to Stock Entry with hd8663?,"frappe.get_doc(""Stock Entry"", ""ID-029"").get_parent()"
Could you help me find the parent document linked to Purchase Order with reference 030?,"frappe.get_doc(""Purchase Order"", ""ID-030"").get_parent()"
"For Tax Rule with order_040, what is the parent document?","frappe.get_doc(""Tax Rule"", ""ID-040"").get_parent()"
"For Permit Application with ref 026, what is the parent document?","frappe.get_doc(""Permit Application"", ""ID-026"").get_parent()"
"For Payroll Entry with order_016, what is the parent document?","frappe.get_doc(""Payroll Entry"", ""ID-016"").get_parent()"
"For Service Level Agreement with 031_ID, what is the parent document?","frappe.get_doc(""Service Level Agreement"", ""ID-031"").get_parent()"
Could you help me find the parent document linked to Invoice with entry 017?,"frappe.get_doc(""Invoice"", ""ID-017"").get_parent()"
Can you find the parent document of Contact having doc_name 048?,"frappe.get_doc(""Contact"", ""ID-048"").get_parent()"
Can you find the parent document of Contract having name 016?,"frappe.get_doc(""Contract"", ""ID-016"").get_parent()"
Could you help me find the parent document linked to Task with order_025?,"frappe.get_doc(""Task"", ""ID-025"").get_parent()"
Could you help me find the parent document linked to Sales Order with ref-009?,"frappe.get_doc(""Sales Order"", ""ID-009"").get_parent()"
Can you find the parent document of Invoice having 027_ID?,"frappe.get_doc(""Invoice"", ""ID-027"").get_parent()"
I need to know the parent document for Pricing Rule identified by pri-034.,"frappe.get_doc(""Pricing Rule"", ""ID-034"").get_parent()"
Could you tell me the parent document of Prescription for order573537?,"frappe.get_doc(""Prescription"", ""ID-020"").get_parent()"
"For Journal Entry with identifier 025, what is the parent document?","frappe.get_doc(""Journal Entry"", ""ID-025"").get_parent()"
What is the parent document for the Stock Entry with cust_017?,"frappe.get_doc(""Stock Entry"", ""ID-017"").get_parent()"
"For BOM with 047X, what is the parent document?","frappe.get_doc(""BOM"", ""ID-047"").get_parent()"
Tell me the parent document of BOM with identifier 027.,"frappe.get_doc(""BOM"", ""ID-027"").get_parent()"
Could you help me find the parent document linked to E-commerce Order with doc_name 037?,"frappe.get_doc(""E-commerce Order"", ""ID-037"").get_parent()"
Could you tell me the parent document of Invoice for 001X?,"frappe.get_doc(""Invoice"", ""ID-001"").get_parent()"
I need to know the parent document for Contract identified by order_028.,"frappe.get_doc(""Contract"", ""ID-028"").get_parent()"
"For Student with ref 020, what is the parent document?","frappe.get_doc(""Student"", ""ID-020"").get_parent()"
Can you find the parent document of Subscription having ref 003?,"frappe.get_doc(""Subscription"", ""ID-003"").get_parent()"
Could you help me find the parent document linked to Supplier with ref-003?,"frappe.get_doc(""Supplier"", ""ID-003"").get_parent()"
Tell me the parent document of Software License with reference 014.,"frappe.get_doc(""Software License"", ""ID-014"").get_parent()"
What is the parent document for the Support Ticket with identifier 010?,"frappe.get_doc(""Support Ticket"", ""ID-010"").get_parent()"
What is the parent document for the Customer with doc_027?,"frappe.get_doc(""Customer"", ""ID-027"").get_parent()"
What is the parent document for the Permit Application with cust_021?,"frappe.get_doc(""Permit Application"", ""ID-021"").get_parent()"
Can you provide the parent document for Purchase Order with order_049?,"frappe.get_doc(""Purchase Order"", ""ID-049"").get_parent()"
What is the parent document for the Quotation with quo-011?,"frappe.get_doc(""Quotation"", ""ID-011"").get_parent()"
Could you help me find the parent document linked to Contract with ref 007?,"frappe.get_doc(""Contract"", ""ID-007"").get_parent()"
Could you help me find the parent document linked to Job Opening with job opening_047?,"frappe.get_doc(""Job Opening"", ""ID-047"").get_parent()"
"For Material Request with order_010, what is the parent document?","frappe.get_doc(""Material Request"", ""ID-010"").get_parent()"
"For Job Applicant with cust682777, what is the parent document?","frappe.get_doc(""Job Applicant"", ""ID-033"").get_parent()"
"For Job Card with doc_name 017, what is the parent document?","frappe.get_doc(""Job Card"", ""ID-017"").get_parent()"
What is the parent document for the Invoice with order_016?,"frappe.get_doc(""Invoice"", ""ID-016"").get_parent()"
Can you find the parent document of Software License having order982274?,"frappe.get_doc(""Software License"", ""ID-049"").get_parent()"
Can you find the parent document of Hotel Reservation having name 020?,"frappe.get_doc(""Hotel Reservation"", ""ID-020"").get_parent()"
Can you find the parent document of Batch having record 043?,"frappe.get_doc(""Batch"", ""ID-043"").get_parent()"
I need to know the parent document for Event identified by record 030.,"frappe.get_doc(""Event"", ""ID-030"").get_parent()"
I need to know the parent document for Job Opening identified by jh1187.,"frappe.get_doc(""Job Opening"", ""ID-043"").get_parent()"
I need to know the parent document for Contract identified by ref-008.,"frappe.get_doc(""Contract"", ""ID-008"").get_parent()"
Tell me the parent document of Support Ticket with support ticket_040.,"frappe.get_doc(""Support Ticket"", ""ID-040"").get_parent()"
"For Payment Entry with ref-003, what is the parent document?","frappe.get_doc(""Payment Entry"", ""ID-003"").get_parent()"
What is the parent document for the Shipment with ref-019?,"frappe.get_doc(""Shipment"", ""ID-019"").get_parent()"
Could you help me find the parent document linked to Lab Test with name 039?,"frappe.get_doc(""Lab Test"", ""ID-039"").get_parent()"
What is the parent document for the Quotation with cust_035?,"frappe.get_doc(""Quotation"", ""ID-035"").get_parent()"
Could you tell me the parent document of Lab Test for lab test_013?,"frappe.get_doc(""Lab Test"", ""ID-013"").get_parent()"
I need to know the parent document for Contact identified by id 008.,"frappe.get_doc(""Contact"", ""ID-008"").get_parent()"
Tell me the parent document of Warehouse with jh5132.,"frappe.get_doc(""Warehouse"", ""ID-018"").get_parent()"
I need to know the parent document for BOM identified by supp_042.,"frappe.get_doc(""BOM"", ""ID-042"").get_parent()"
Could you tell me the parent document of Pricing Rule for ref-041?,"frappe.get_doc(""Pricing Rule"", ""ID-041"").get_parent()"
Could you help me find the parent document linked to Audit Report with hdyhfdje153?,"frappe.get_doc(""Audit Report"", ""ID-030"").get_parent()"
What is the parent document for the Sales Invoice with identifier 002?,"frappe.get_doc(""Sales Invoice"", ""ID-002"").get_parent()"
Could you tell me the parent document of Pricing Rule for name 024?,"frappe.get_doc(""Pricing Rule"", ""ID-024"").get_parent()"
Could you help me find the parent document linked to Employee with 042_ID?,"frappe.get_doc(""Employee"", ""ID-042"").get_parent()"
"For Contract with 048X, what is the parent document?","frappe.get_doc(""Contract"", ""ID-048"").get_parent()"
Tell me the parent document of Pricing Rule with pricing rule_010.,"frappe.get_doc(""Pricing Rule"", ""ID-010"").get_parent()"
I need to know the parent document for Opportunity identified by order_008.,"frappe.get_doc(""Opportunity"", ""ID-008"").get_parent()"
Can you provide the parent document for Subscription with reference 006?,"frappe.get_doc(""Subscription"", ""ID-006"").get_parent()"
What is the parent document for the Campaign with entry 028?,"frappe.get_doc(""Campaign"", ""ID-028"").get_parent()"
Can you provide the parent document for Pricing Rule with order_013?,"frappe.get_doc(""Pricing Rule"", ""ID-013"").get_parent()"
What is the parent document for the Loan with entry 030?,"frappe.get_doc(""Loan"", ""ID-030"").get_parent()"
Could you help me find the parent document linked to Pricing Rule with prod204263?,"frappe.get_doc(""Pricing Rule"", ""ID-044"").get_parent()"
I need to know the parent document for Opportunity identified by record 022.,"frappe.get_doc(""Opportunity"", ""ID-022"").get_parent()"
Can you provide the parent document for Contact with order_018?,"frappe.get_doc(""Contact"", ""ID-018"").get_parent()"
Can you find the parent document of Lab Test having prod784262?,"frappe.get_doc(""Lab Test"", ""ID-006"").get_parent()"
Could you help me find the parent document linked to Material Request with 017X?,"frappe.get_doc(""Material Request"", ""ID-017"").get_parent()"
Could you help me find the parent document linked to Supplier with cust147251?,"frappe.get_doc(""Supplier"", ""ID-020"").get_parent()"
I need to know the parent document for Payroll Entry identified by reference 048.,"frappe.get_doc(""Payroll Entry"", ""ID-048"").get_parent()"
What is the parent document for the Opportunity with reference 029?,"frappe.get_doc(""Opportunity"", ""ID-029"").get_parent()"
"For Purchase Order with order_020, what is the parent document?","frappe.get_doc(""Purchase Order"", ""ID-020"").get_parent()"
Can you find the parent document of Supplier having ab1042?,"frappe.get_doc(""Supplier"", ""ID-009"").get_parent()"
Could you help me find the parent document linked to Payment Entry with ty6449?,"frappe.get_doc(""Payment Entry"", ""ID-012"").get_parent()"
What is the parent document for the Instructor with ref-019?,"frappe.get_doc(""Instructor"", ""ID-019"").get_parent()"
Could you tell me the parent document of Invoice for inv-002?,"frappe.get_doc(""Invoice"", ""ID-002"").get_parent()"
I need to know the parent document for Supplier identified by hdyhfdje267.,"frappe.get_doc(""Supplier"", ""ID-031"").get_parent()"
Can you find the parent document of Pricing Rule having pri-004?,"frappe.get_doc(""Pricing Rule"", ""ID-004"").get_parent()"
What is the parent document for the Tax Rule with 039_ID?,"frappe.get_doc(""Tax Rule"", ""ID-039"").get_parent()"
What is the parent document for the Timesheet with entry 031?,"frappe.get_doc(""Timesheet"", ""ID-031"").get_parent()"
Can you provide the parent document for Asset with asset_029?,"frappe.get_doc(""Asset"", ""ID-029"").get_parent()"
Tell me the parent document of Support Ticket with hdyhfdje716.,"frappe.get_doc(""Support Ticket"", ""ID-047"").get_parent()"
I need to know the parent document for BOM identified by bom_039.,"frappe.get_doc(""BOM"", ""ID-039"").get_parent()"
Can you find the parent document of Serial No having doc_name 047?,"frappe.get_doc(""Serial No"", ""ID-047"").get_parent()"
I need to know the parent document for Fleet Management identified by doc_010.,"frappe.get_doc(""Fleet Management"", ""ID-010"").get_parent()"
Can you find the parent document of Fleet Management having entry 045?,"frappe.get_doc(""Fleet Management"", ""ID-045"").get_parent()"
Can you find the parent document of Payroll Entry having order610415?,"frappe.get_doc(""Payroll Entry"", ""ID-032"").get_parent()"
Could you help me find the parent document linked to Serial No with ser-020?,"frappe.get_doc(""Serial No"", ""ID-020"").get_parent()"
Can you provide the parent document for Chart of Accounts with doc_034?,"frappe.get_doc(""Chart of Accounts"", ""ID-034"").get_parent()"
"For Fleet Management with identifier 039, what is the parent document?","frappe.get_doc(""Fleet Management"", ""ID-039"").get_parent()"
I need to know the parent document for Employee identified by ab6231.,"frappe.get_doc(""Employee"", ""ID-020"").get_parent()"
Could you help me find the parent document linked to Shipment with id 001?,"frappe.get_doc(""Shipment"", ""ID-001"").get_parent()"
I need to know the parent document for Timesheet identified by supp_049.,"frappe.get_doc(""Timesheet"", ""ID-049"").get_parent()"
"For Invoice with record 040, what is the parent document?","frappe.get_doc(""Invoice"", ""ID-040"").get_parent()"
Can you provide the parent document for Warehouse with ref 004?,"frappe.get_doc(""Warehouse"", ""ID-004"").get_parent()"
Could you help me find the parent document linked to Loan with doc_005?,"frappe.get_doc(""Loan"", ""ID-005"").get_parent()"
Tell me the parent document of Supplier with record 034.,"frappe.get_doc(""Supplier"", ""ID-034"").get_parent()"
Can you find the parent document of Task having hdyhfdje331?,"frappe.get_doc(""Task"", ""ID-032"").get_parent()"
Could you help me find the parent document linked to Salary Slip with order_025?,"frappe.get_doc(""Salary Slip"", ""ID-025"").get_parent()"
Tell me the parent document of Event with cust209672.,"frappe.get_doc(""Event"", ""ID-022"").get_parent()"
"For Contract with identifier 044, what is the parent document?","frappe.get_doc(""Contract"", ""ID-044"").get_parent()"
Can you provide the parent document for Student with identifier 012?,"frappe.get_doc(""Student"", ""ID-012"").get_parent()"
"For Supplier with cust_043, what is the parent document?","frappe.get_doc(""Supplier"", ""ID-043"").get_parent()"
"For Invoice with inv-043, what is the parent document?","frappe.get_doc(""Invoice"", ""ID-043"").get_parent()"
What is the parent document for the Pricing Rule with order_031?,"frappe.get_doc(""Pricing Rule"", ""ID-031"").get_parent()"
Can you provide the parent document for Supplier with reference 021?,"frappe.get_doc(""Supplier"", ""ID-021"").get_parent()"
Can you provide the parent document for Lab Test with lab test_046?,"frappe.get_doc(""Lab Test"", ""ID-046"").get_parent()"
Could you tell me the parent document of Vital Signs for vit-010?,"frappe.get_doc(""Vital Signs"", ""ID-010"").get_parent()"
Can you find the parent document of Invoice having hdyhfdje174?,"frappe.get_doc(""Invoice"", ""ID-039"").get_parent()"
Could you tell me the parent document of Service Level Agreement for service level agreement_026?,"frappe.get_doc(""Service Level Agreement"", ""ID-026"").get_parent()"
What is the parent document for the Customer with 005_ID?,"frappe.get_doc(""Customer"", ""ID-005"").get_parent()"
What is the parent document for the Asset with reference 042?,"frappe.get_doc(""Asset"", ""ID-042"").get_parent()"
Could you help me find the parent document linked to Work Order with cust196595?,"frappe.get_doc(""Work Order"", ""ID-041"").get_parent()"
"For Leave Application with prod300478, what is the parent document?","frappe.get_doc(""Leave Application"", ""ID-032"").get_parent()"
I need to know the parent document for Work Order identified by 037X.,"frappe.get_doc(""Work Order"", ""ID-037"").get_parent()"
What is the parent document for the Supplier with ref 032?,"frappe.get_doc(""Supplier"", ""ID-032"").get_parent()"
What is the parent document for the Batch with 029X?,"frappe.get_doc(""Batch"", ""ID-029"").get_parent()"
"For Campaign with doc_019, what is the parent document?","frappe.get_doc(""Campaign"", ""ID-019"").get_parent()"
Can you find the parent document of BOM having entry 007?,"frappe.get_doc(""BOM"", ""ID-007"").get_parent()"
I need to know the parent document for Loan identified by kl7329.,"frappe.get_doc(""Loan"", ""ID-044"").get_parent()"
Could you help me find the parent document linked to Job Applicant with job-013?,"frappe.get_doc(""Job Applicant"", ""ID-013"").get_parent()"
What is the parent document for the Sales Order with hdyhfdje678?,"frappe.get_doc(""Sales Order"", ""ID-016"").get_parent()"
Can you find the parent document of Lab Test having ref-006?,"frappe.get_doc(""Lab Test"", ""ID-006"").get_parent()"
Tell me the parent document of Loan with 009X.,"frappe.get_doc(""Loan"", ""ID-009"").get_parent()"
"For Tax Rule with cust_030, what is the parent document?","frappe.get_doc(""Tax Rule"", ""ID-030"").get_parent()"
Can you provide the parent document for Fleet Management with doc_name 031?,"frappe.get_doc(""Fleet Management"", ""ID-031"").get_parent()"
Could you help me find the parent document linked to BOM with ty1963?,"frappe.get_doc(""BOM"", ""ID-021"").get_parent()"
What is the parent document for the Work Order with cust_041?,"frappe.get_doc(""Work Order"", ""ID-041"").get_parent()"
Can you provide the parent document for Contract with cust_013?,"frappe.get_doc(""Contract"", ""ID-013"").get_parent()"
What is the parent document for the Hotel Reservation with cust_007?,"frappe.get_doc(""Hotel Reservation"", ""ID-007"").get_parent()"
Could you tell me the parent document of Vital Signs for order_030?,"frappe.get_doc(""Vital Signs"", ""ID-030"").get_parent()"
"For Loan with 020X, what is the parent document?","frappe.get_doc(""Loan"", ""ID-020"").get_parent()"
What is the parent document for the Pricing Rule with hd8282?,"frappe.get_doc(""Pricing Rule"", ""ID-043"").get_parent()"
Could you tell me the parent document of Contract for con-049?,"frappe.get_doc(""Contract"", ""ID-049"").get_parent()"
Could you help me find the parent document linked to Salary Slip with name 016?,"frappe.get_doc(""Salary Slip"", ""ID-016"").get_parent()"
Tell me the parent document of Salary Slip with cust_019.,"frappe.get_doc(""Salary Slip"", ""ID-019"").get_parent()"
Can you find the parent document of Audit Report having ref-019?,"frappe.get_doc(""Audit Report"", ""ID-019"").get_parent()"
Can you find the parent document of Task having identifier 029?,"frappe.get_doc(""Task"", ""ID-029"").get_parent()"
Could you tell me the parent document of Milestone for supp_049?,"frappe.get_doc(""Milestone"", ""ID-049"").get_parent()"
Can you find the parent document of Subscription having 033_ID?,"frappe.get_doc(""Subscription"", ""ID-033"").get_parent()"
What is the parent document for the Purchase Order with id 039?,"frappe.get_doc(""Purchase Order"", ""ID-039"").get_parent()"
What is the parent document for the Asset with ass-034?,"frappe.get_doc(""Asset"", ""ID-034"").get_parent()"
Could you tell me the parent document of Supplier for ref-049?,"frappe.get_doc(""Supplier"", ""ID-049"").get_parent()"
Tell me the parent document of Contact with record 034.,"frappe.get_doc(""Contact"", ""ID-034"").get_parent()"
Can you find the parent document of Asset having ass-016?,"frappe.get_doc(""Asset"", ""ID-016"").get_parent()"
Could you help me find the parent document linked to Lead with reference 024?,"frappe.get_doc(""Lead"", ""ID-024"").get_parent()"
What is the parent document for the Patient with hd9568?,"frappe.get_doc(""Patient"", ""ID-049"").get_parent()"
Can you provide the parent document for Supplier with prod357376?,"frappe.get_doc(""Supplier"", ""ID-004"").get_parent()"
Could you help me find the parent document linked to Opportunity with id 043?,"frappe.get_doc(""Opportunity"", ""ID-043"").get_parent()"
"For Warehouse with reference 039, what is the parent document?","frappe.get_doc(""Warehouse"", ""ID-039"").get_parent()"
Can you provide the parent document for Purchase Order with identifier 010?,"frappe.get_doc(""Purchase Order"", ""ID-010"").get_parent()"
Tell me the parent document of Fleet Management with 048X.,"frappe.get_doc(""Fleet Management"", ""ID-048"").get_parent()"
"For Sales Order with 023_ID, what is the parent document?","frappe.get_doc(""Sales Order"", ""ID-023"").get_parent()"
"For Timesheet with cust_021, what is the parent document?","frappe.get_doc(""Timesheet"", ""ID-021"").get_parent()"
Tell me the parent document of Appointment with 018X.,"frappe.get_doc(""Appointment"", ""ID-018"").get_parent()"
Could you help me find the parent document linked to Fleet Management with record 043?,"frappe.get_doc(""Fleet Management"", ""ID-043"").get_parent()"
Could you tell me the parent document of Material Request for hdyhfdje931?,"frappe.get_doc(""Material Request"", ""ID-020"").get_parent()"
I need to know the parent document for Supplier identified by record 046.,"frappe.get_doc(""Supplier"", ""ID-046"").get_parent()"
Could you tell me the parent document of Journal Entry for supp_005?,"frappe.get_doc(""Journal Entry"", ""ID-005"").get_parent()"
Tell me the parent document of Stock Entry with doc_name 048.,"frappe.get_doc(""Stock Entry"", ""ID-048"").get_parent()"
I need to know the parent document for Contract identified by record 027.,"frappe.get_doc(""Contract"", ""ID-027"").get_parent()"
Could you tell me the parent document of Supplier for doc_040?,"frappe.get_doc(""Supplier"", ""ID-040"").get_parent()"
Tell me the parent document of Invoice with id 022.,"frappe.get_doc(""Invoice"", ""ID-022"").get_parent()"
Can you provide the parent document for Work Order with doc_043?,"frappe.get_doc(""Work Order"", ""ID-043"").get_parent()"
"For BOM with order_002, what is the parent document?","frappe.get_doc(""BOM"", ""ID-002"").get_parent()"
Could you tell me the parent document of Patient for entry 030?,"frappe.get_doc(""Patient"", ""ID-030"").get_parent()"
Could you tell me the parent document of Payroll Entry for hdyhfdje981?,"frappe.get_doc(""Payroll Entry"", ""ID-012"").get_parent()"
What is the parent document for the Subscription with hdyhfdje456?,"frappe.get_doc(""Subscription"", ""ID-002"").get_parent()"
Could you help me find the parent document linked to Item with doc_032?,"frappe.get_doc(""Item"", ""ID-032"").get_parent()"
I need to know the parent document for Expense Claim identified by 028X.,"frappe.get_doc(""Expense Claim"", ""ID-028"").get_parent()"
What is the parent document for the Fleet Management with doc_name 028?,"frappe.get_doc(""Fleet Management"", ""ID-028"").get_parent()"
Can you provide the parent document for Job Opening with supp_023?,"frappe.get_doc(""Job Opening"", ""ID-023"").get_parent()"
What is the parent document for the Support Ticket with ref 037?,"frappe.get_doc(""Support Ticket"", ""ID-037"").get_parent()"
Can you find the parent document of BOM having reference 047?,"frappe.get_doc(""BOM"", ""ID-047"").get_parent()"
Tell me the parent document of Purchase Order with hdyhfdje809.,"frappe.get_doc(""Purchase Order"", ""ID-003"").get_parent()"
Tell me the parent document of Student with ref 006.,"frappe.get_doc(""Student"", ""ID-006"").get_parent()"
Could you tell me the parent document of Supplier for supp_036?,"frappe.get_doc(""Supplier"", ""ID-036"").get_parent()"
Can you find the parent document of Material Request having cust_011?,"frappe.get_doc(""Material Request"", ""ID-011"").get_parent()"
Change the Risk identifier from PROJ-20 to PROJ-X14.,"frappe.rename_doc(""Risk Assessment"", ""PROJ-20"", ""PROJ-X14"", merge=True)
frappe.rename_doc(""Risk Assessment"", ""PROJ-X14"", ""PROJ-FINAL14"", merge=True)"
Can you rename Work OLD014 to NEW035.?,"frappe.rename_doc(""Work Order"", ""OLD014"", ""NEW035"")"
Can you rename Stock OLD016 to NEW024.?,"frappe.rename_doc(""Stock Entry"", ""OLD016"", ""NEW024"")"
Change the Sales identifier from PROJ-19 to PROJ-X6.,"frappe.rename_doc(""Sales Invoice"", ""PROJ-19"", ""PROJ-X6"", merge=True)
frappe.rename_doc(""Sales Invoice"", ""PROJ-X6"", ""PROJ-FINAL9"", merge=True)"
Modify the document name for Payment from OLD-A10 to NEW-X15.,"frappe.rename_doc(""Payment Entry"", ""OLD-A10"", ""NEW-X15"", merge=True)"
I need to update the name of Material OLD009 to NEW023..,"frappe.rename_doc(""Material Request"", ""OLD009"", ""NEW023"")"
I need to update the name of Purchase OLD-A3 to NEW-X18.,"frappe.rename_doc(""Purchase Order"", ""OLD-A3"", ""NEW-X18"", merge=True)"
Can you rename Payment OLD-A3 to NEW-X5?,"frappe.rename_doc(""Payment Entry"", ""OLD-A3"", ""NEW-X5"", merge=True)"
I want to rename Work PROJ-18 with the new name PROJ-X13.,"frappe.rename_doc(""Work Order"", ""PROJ-18"", ""PROJ-X13"", merge=True)
frappe.rename_doc(""Work Order"", ""PROJ-X13"", ""PROJ-FINAL19"", merge=True)"
Modify the document name for Subscription from PROJ-16 to PROJ-X6.,"frappe.rename_doc(""Subscription"", ""PROJ-16"", ""PROJ-X6"", merge=True)
frappe.rename_doc(""Subscription"", ""PROJ-X6"", ""PROJ-FINAL7"", merge=True)"
Please change the name of Communication from OLD030 to NEW047..,"frappe.rename_doc(""Communication"", ""OLD030"", ""NEW047"")"
Modify the document name for Contract from OLD-A12 to NEW-X7.,"frappe.rename_doc(""Contract"", ""OLD-A12"", ""NEW-X7"", merge=True)"
I need to update the name of Risk PROJ-17 to PROJ-X7.,"frappe.rename_doc(""Risk Assessment"", ""PROJ-17"", ""PROJ-X7"", merge=True)
frappe.rename_doc(""Risk Assessment"", ""PROJ-X7"", ""PROJ-FINAL8"", merge=True)"
Could you update Quotation OLD-A14 and rename it as NEW-X25?,"frappe.rename_doc(""Quotation"", ""OLD-A14"", ""NEW-X25"", merge=True)"
I want to rename Sales OLD040 with the new name NEW046..,"frappe.rename_doc(""Sales Invoice"", ""OLD040"", ""NEW046"")"
Rename Work OLD001 to NEW009..,"frappe.rename_doc(""Work Order"", ""OLD001"", ""NEW009"")"
Could you update Training PROJ-17 and rename it as PROJ-X5?,"frappe.rename_doc(""Training Session"", ""PROJ-17"", ""PROJ-X5"", merge=True)
frappe.rename_doc(""Training Session"", ""PROJ-X5"", ""PROJ-FINAL11"", merge=True)"
Can you rename Expense OLD002 to NEW035.?,"frappe.rename_doc(""Expense Claim"", ""OLD002"", ""NEW035"")"
Change the Project identifier from PROJ-3 to PROJ-X20.,"frappe.rename_doc(""Project"", ""PROJ-3"", ""PROJ-X20"", merge=True)
frappe.rename_doc(""Project"", ""PROJ-X20"", ""PROJ-FINAL7"", merge=True)"
I need to update the name of Warehouse OLD-A18 to NEW-X6.,"frappe.rename_doc(""Warehouse"", ""OLD-A18"", ""NEW-X6"", merge=True)"
I need to update the name of Loan OLD034 to NEW023..,"frappe.rename_doc(""Loan"", ""OLD034"", ""NEW023"")"
Change the Expense identifier from OLD-A3 to NEW-X17.,"frappe.rename_doc(""Expense Claim"", ""OLD-A3"", ""NEW-X17"", merge=True)"
Adjust the name of Payment OLD-A9 to NEW-X22.,"frappe.rename_doc(""Payment Entry"", ""OLD-A9"", ""NEW-X22"", merge=True)"
Modify the document name for Payment from OLD-A19 to NEW-X22.,"frappe.rename_doc(""Payment Entry"", ""OLD-A19"", ""NEW-X22"", merge=True)"
