Corrected Customer Question,Corrected Frappe Query
"I need to see Sales Invoice records in which status marked as Paid, department marked as HR, and date_of_joining marked as after 2023-06-15, with details of name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Paid"", ""department"": ""HR"", ""date_of_joining"": ["">"", ""2023-06-15""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"I need to see Purchase Order records with department marked as Sales, status marked as Completed, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2023-12-31, including employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Purchase Order"", filters={""department"": ""Sales"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Fetch and Display all stored Subscription entries.,"frappe.get_all(""Subscription"")"
"Give me Employee records with department marked as Sales, status marked as Paid, from_date marked as on or after 2023-09-01, and to_date marked as on or before 2024-06-30, accompanied by employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Employee"", filters={""department"": ""Sales"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Get me Opportunity records that have the status being Active, with details of expense_amount and name.","frappe.get_all(""Opportunity"", filters={""status"": ""Active""}, fields=[""expense_amount"", ""name""])"
"I need to see Delivery Note records in which status marked as Paid and invoice_date marked as greater than 5000, containing employee_name, order_date, and invoice_date, ordered by creation in descending order.","frappe.get_all(""Delivery Note"", filters={""status"": ""Paid"", ""invoice_date"": ["">"", 5000]}, fields=[""employee_name"", ""order_date"", ""invoice_date""], order_by=""creation desc"")"
I need to see Purchase Order records in which expense_amount marked as value_518.,"frappe.get_all(""Purchase Order"", filters={""expense_amount"": ""value_518""})"
Show all stored User data records.,"frappe.get_all(""User"")"
"Show details of Opportunity records that have the status having Paid and stock_uom having greater than 5000, accompanied by journal_entry_type, order_date, and stock_uom, ordered by creation in descending order.","frappe.get_all(""Opportunity"", filters={""status"": ""Paid"", ""stock_uom"": ["">"", 5000]}, fields=[""journal_entry_type"", ""order_date"", ""stock_uom""], order_by=""creation desc"")"
Get me information on every Item record stored in the system.,"frappe.get_all(""Item"")"
"Look up Warehouse records that have the status marked as Active, capacity marked as greater than 10000, and location marked as New York, containing name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Warehouse"", filters={""status"": ""Active"", ""capacity"": ["">"", 10000], ""location"": ""New York""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Find Customer records whose quantity marked as value_431.,"frappe.get_all(""Customer"", filters={""quantity"": ""value_431""})"
"Find and display Stock Entry records with status having Paid and task_status having greater than 5000, with details of amount, leave_type, and task_status, ordered by creation in descending order.","frappe.get_all(""Stock Entry"", filters={""status"": ""Paid"", ""task_status"": ["">"", 5000]}, fields=[""amount"", ""leave_type"", ""task_status""], order_by=""creation desc"")"
"Can you show me Task records that have the status being Active, with details of name and project_name.","frappe.get_all(""Task"", filters={""status"": ""Active""}, fields=[""name"", ""project_name""])"
Can you provide details of existinging Sales Invoice records.,"frappe.get_all(""Sales Invoice"")"
"Show details of Contract records with status having Paid and task_status having greater than 5000, accompanied by supplier_name, payment_status, and task_status, ordered by creation in descending order.","frappe.get_all(""Contract"", filters={""status"": ""Paid"", ""task_status"": ["">"", 5000]}, fields=[""supplier_name"", ""payment_status"", ""task_status""], order_by=""creation desc"")"
"Show details of Role records that have the status marked as Paid and vehicle_type marked as greater than 5000, with details of expense_amount, name, and vehicle_type, ordered by creation in descending order.","frappe.get_all(""Role"", filters={""status"": ""Paid"", ""vehicle_type"": ["">"", 5000]}, fields=[""expense_amount"", ""name"", ""vehicle_type""], order_by=""creation desc"")"
"Find and Display Timesheet records that have status marked as Active, accompanied by currency and employee_name.","frappe.get_all(""Timesheet"", filters={""status"": ""Active""}, fields=[""currency"", ""employee_name""])"
Fetch Delivery Note records.,"frappe.get_all(""Delivery Note"")"
"Give me Customer records which include status being Paid and stock_uom being greater than 5000, along with quantity, amount, and stock_uom, ordered by creation in descending order.","frappe.get_all(""Customer"", filters={""status"": ""Paid"", ""stock_uom"": ["">"", 5000]}, fields=[""quantity"", ""amount"", ""stock_uom""], order_by=""creation desc"")"
"Look up Employee records in which status marked as Paid and leave_type marked as greater than 5000, including payment_status, amount, and leave_type, ordered by creation in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Paid"", ""leave_type"": ["">"", 5000]}, fields=[""payment_status"", ""amount"", ""leave_type""], order_by=""creation desc"")"
"Bring up Purchase Order records that have status with status Approved, capacity with status greater than 20000, and location with status Los Angeles, containing name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Purchase Order"", filters={""status"": ""Approved"", ""capacity"": ["">"", 20000], ""location"": ""Los Angeles""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Can you show me Purchase Order records whose status marked as Completed, department marked as IT, and date_of_joining marked as after 2023-06-15, containing name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Completed"", ""department"": ""IT"", ""date_of_joining"": ["">"", ""2023-06-15""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
Pull up details for every available Role document from the system.,"frappe.get_all(""Role"")"
Fetch the full collection of Timesheet records.,"frappe.get_all(""Timesheet"")"
"Show details of Sales Invoice records in which status with status Paid and inspection_result with status greater than 5000, including company, quantity, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""company"", ""quantity"", ""inspection_result""], order_by=""creation desc"")"
Display Contract records with leave_type having value_530.,"frappe.get_all(""Contract"", filters={""leave_type"": ""value_530""})"
"List Role records with status marked as Active, along with company and customer_name.","frappe.get_all(""Role"", filters={""status"": ""Active""}, fields=[""company"", ""customer_name""])"
Summarize information about Item records that have the order_date marked as value_157.,"frappe.get_all(""Item"", filters={""order_date"": ""value_157""})"
"Give me Opportunity records with status marked as Active, along with project_name and journal_entry_type.","frappe.get_all(""Opportunity"", filters={""status"": ""Active""}, fields=[""project_name"", ""journal_entry_type""])"
"Look up Warehouse records which include department marked as Sales, status marked as Approved, from_date marked as on or after 2023-09-01, and to_date marked as on or before 2023-10-01, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Warehouse"", filters={""department"": ""Sales"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Help me find Asset records whose inspection_result with status value_352.,"frappe.get_all(""Asset"", filters={""inspection_result"": ""value_352""})"
Highlight key details from Attendance records that have payment_status marked as value_532.,"frappe.get_all(""Attendance"", filters={""payment_status"": ""value_532""})"
Can you show me Sales Invoice records that have the order_date having value_282.,"frappe.get_all(""Sales Invoice"", filters={""order_date"": ""value_282""})"
"Provide Quality Inspection records whose status having Paid and amount having greater than 5000, accompanied by task_status, expense_amount, and amount, ordered by creation in descending order.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Paid"", ""amount"": ["">"", 5000]}, fields=[""task_status"", ""expense_amount"", ""amount""], order_by=""creation desc"")"
"Find Asset records that have status marked as Active, accompanied by quantity and expense_amount.","frappe.get_all(""Asset"", filters={""status"": ""Active""}, fields=[""quantity"", ""expense_amount""])"
Fetch Lead records that have the supplier_name marked as value_304.,"frappe.get_all(""Lead"", filters={""supplier_name"": ""value_304""})"
"Give me Employee records that have status marked as Paid, total marked as greater than 5000, and supplier marked as XYZ Corp, with details of name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Paid"", ""total"": ["">"", 5000], ""supplier"": ""XYZ Corp""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Provide Role records that have status being Active, along with customer_name and expense_amount.","frappe.get_all(""Role"", filters={""status"": ""Active""}, fields=[""customer_name"", ""expense_amount""])"
Locate and display existing Quotation data in the database.,"frappe.get_all(""Quotation"")"
"I'd like to see information on Lead records in which status being Paid and order_date being greater than 5000, along with amount, task_status, and order_date, ordered by creation in descending order.","frappe.get_all(""Lead"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""amount"", ""task_status"", ""order_date""], order_by=""creation desc"")"
Can I see all Payment Entry records stored in the database?,"frappe.get_all(""Payment Entry"")"
"Can you show me Loan records which include status being Paid and pricing_rule_type being greater than 5000, along with vehicle_type, expense_amount, and pricing_rule_type, ordered by creation in descending order.","frappe.get_all(""Loan"", filters={""status"": ""Paid"", ""pricing_rule_type"": ["">"", 5000]}, fields=[""vehicle_type"", ""expense_amount"", ""pricing_rule_type""], order_by=""creation desc"")"
"Get me Delivery Note records whose status marked as Active, along with quantity and journal_entry_type.","frappe.get_all(""Delivery Note"", filters={""status"": ""Active""}, fields=[""quantity"", ""journal_entry_type""])"
List every Project document available.,"frappe.get_all(""Project"")"
"Find Leave Application records that have status marked as Paid and inspection_result marked as greater than 5000, accompanied by quantity, pricing_rule_type, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""quantity"", ""pricing_rule_type"", ""inspection_result""], order_by=""creation desc"")"
Show every Sales Invoice record stored in the system.,"frappe.get_all(""Sales Invoice"")"
"Get me Sales Invoice records which include status marked as Approved, total marked as greater than 7500, and supplier marked as Global Supplies, containing name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Approved"", ""total"": ["">"", 7500], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"List Task records that have status having Paid and name having greater than 5000, with details of leave_type, quantity, and name, ordered by creation in descending order.","frappe.get_all(""Task"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""leave_type"", ""quantity"", ""name""], order_by=""creation desc"")"
Fetch the full collection of Item records.,"frappe.get_all(""Item"")"
"Find and Display Warehouse records that have status marked as Active, with details of payment_status and expense_amount.","frappe.get_all(""Warehouse"", filters={""status"": ""Active""}, fields=[""payment_status"", ""expense_amount""])"
Show all stored Pricing Rule data records.,"frappe.get_all(""Pricing Rule"")"
"Provide Leave Application records which include status marked as Completed, department marked as IT, and date_of_joining marked as after 2024-01-01, including name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Completed"", ""department"": ""IT"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
Give me the entire Warehouse record set.,"frappe.get_all(""Warehouse"")"
"Pull up Warehouse records whose status marked as Active, capacity marked as greater than 7500, and location marked as New York, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Warehouse"", filters={""status"": ""Active"", ""capacity"": ["">"", 7500], ""location"": ""New York""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Provide all Item entries currently available.,"frappe.get_all(""Item"")"
"Get me Role records that have the status with status Active, accompanied by expense_amount and amount.","frappe.get_all(""Role"", filters={""status"": ""Active""}, fields=[""expense_amount"", ""amount""])"
"Help me find Sales Invoice records that have status being Active, total being greater than 7500, and supplier being Global Supplies, along with name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Active"", ""total"": ["">"", 7500], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Can you provide a lwith status of all Task records?,"frappe.get_all(""Task"")"
"Help me find Employee records that have the status being Approved, total being greater than 5000, and supplier being ABC Pvt Ltd, with details of name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Approved"", ""total"": ["">"", 5000], ""supplier"": ""ABC Pvt Ltd""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Uncover records of Lead records whose status marked as Paid and amount marked as greater than 5000, including name, leave_type, and amount, ordered by creation in descending order.","frappe.get_all(""Lead"", filters={""status"": ""Paid"", ""amount"": ["">"", 5000]}, fields=[""name"", ""leave_type"", ""amount""], order_by=""creation desc"")"
Show all stored Payment Entry records in the database.,"frappe.get_all(""Payment Entry"")"
"Show details of Task records that have the status marked as Paid and vehicle_type marked as greater than 5000, with details of leave_type, amount, and vehicle_type, ordered by creation in descending order.","frappe.get_all(""Task"", filters={""status"": ""Paid"", ""vehicle_type"": ["">"", 5000]}, fields=[""leave_type"", ""amount"", ""vehicle_type""], order_by=""creation desc"")"
Display Timesheet records whose journal_entry_type marked as value_557.,"frappe.get_all(""Timesheet"", filters={""journal_entry_type"": ""value_557""})"
"List Leave Application records in which status being Paid and invoice_date being greater than 5000, along with expense_amount, employee_name, and invoice_date, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""invoice_date"": ["">"", 5000]}, fields=[""expense_amount"", ""employee_name"", ""invoice_date""], order_by=""creation desc"")"
"Display Payment Entry records whose status marked as Paid and customer_name marked as greater than 5000, including task_status, quantity, and customer_name, ordered by creation in descending order.","frappe.get_all(""Payment Entry"", filters={""status"": ""Paid"", ""customer_name"": ["">"", 5000]}, fields=[""task_status"", ""quantity"", ""customer_name""], order_by=""creation desc"")"
"Pull up Sales Invoice records in which status marked as Completed, total marked as greater than 10000, and supplier marked as Global Supplies, including name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Completed"", ""total"": ["">"", 10000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Look up Contract records whose status marked as Paid and supplier_name marked as greater than 5000, accompanied by journal_entry_type, task_status, and supplier_name, ordered by creation in descending order.","frappe.get_all(""Contract"", filters={""status"": ""Paid"", ""supplier_name"": ["">"", 5000]}, fields=[""journal_entry_type"", ""task_status"", ""supplier_name""], order_by=""creation desc"")"
"Bring up Project records whose status with status Active, along with project_name and employee_name.","frappe.get_all(""Project"", filters={""status"": ""Active""}, fields=[""project_name"", ""employee_name""])"
Find and Display Warehouse records with invoice_date marked as value_591.,"frappe.get_all(""Warehouse"", filters={""invoice_date"": ""value_591""})"
Help me find Pricing Rule records with supplier_name marked as value_592.,"frappe.get_all(""Pricing Rule"", filters={""supplier_name"": ""value_592""})"
"Provide Warehouse records which include status being Completed, total being greater than 5000, and supplier being Tech Innovations, with details of name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Completed"", ""total"": ["">"", 5000], ""supplier"": ""Tech Innovations""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Retrieve relevant entries from every Vehicle record currently available.,"frappe.get_all(""Vehicle"")"
"Bring up Leave Application records which include status marked as Paid and amount marked as greater than 5000, containing employee_name, currency, and amount, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""amount"": ["">"", 5000]}, fields=[""employee_name"", ""currency"", ""amount""], order_by=""creation desc"")"
"Look up records related to Customer records that have the status having Paid and customer_name having greater than 5000, along with inspection_result, supplier_name, and customer_name, ordered by creation in descending order.","frappe.get_all(""Customer"", filters={""status"": ""Paid"", ""customer_name"": ["">"", 5000]}, fields=[""inspection_result"", ""supplier_name"", ""customer_name""], order_by=""creation desc"")"
"Find and Display Employee records that have the status marked as Active, department marked as IT, and date_of_joining marked as after 2024-01-01, with details of name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Active"", ""department"": ""IT"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
Present the stored details of all User entries.,"frappe.get_all(""User"")"
Provide a comprehensive List of all Customer entries.,"frappe.get_all(""Customer"")"
"Look up Warehouse records with status having Completed, department having HR, and date_of_joining having after 2024-01-01, containing name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Completed"", ""department"": ""HR"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"List Task records that have status having Active, with details of name and leave_type.","frappe.get_all(""Task"", filters={""status"": ""Active""}, fields=[""name"", ""leave_type""])"
"Find and dhavingplay Quotation records in which status having Paid and company having greater than 5000, along with quantity, expense_amount, and company, ordered by creation in descending order.","frappe.get_all(""Quotation"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""quantity"", ""expense_amount"", ""company""], order_by=""creation desc"")"
"Show details of User records in which status with status Active, with details of project_name and currency.","frappe.get_all(""User"", filters={""status"": ""Active""}, fields=[""project_name"", ""currency""])"
Help me access the complete List of Employee entries.,"frappe.get_all(""Employee"")"
"Bring up Sales Invoice records in which department marked as Sales, status marked as Paid, from_date marked as on or after 2023-06-01, and to_date marked as on or before 2024-06-30, accompanied by employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""Sales"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Bring up Task records whose journal_entry_type being value_439.,"frappe.get_all(""Task"", filters={""journal_entry_type"": ""value_439""})"
Provide the full List of Delivery Note entries.,"frappe.get_all(""Delivery Note"")"
Get me Delivery Note records that have the invoice_date marked as value_188.,"frappe.get_all(""Delivery Note"", filters={""invoice_date"": ""value_188""})"
"Help me find Warehouse records that have status having Completed, total having greater than 10000, and supplier having Global Supplies, along with name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Completed"", ""total"": ["">"", 10000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Look up Purchase Order records whose department marked as HR, status marked as Active, from_date marked as on or after 2023-06-01, and to_date marked as on or before 2023-10-01, along with employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Purchase Order"", filters={""department"": ""HR"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Can you show me Project records whose status having Paid and quantity having greater than 5000, containing project_name, task_status, and quantity, ordered by creation in descending order.","frappe.get_all(""Project"", filters={""status"": ""Paid"", ""quantity"": ["">"", 5000]}, fields=[""project_name"", ""task_status"", ""quantity""], order_by=""creation desc"")"
Can you fetch every Leave Application document?,"frappe.get_all(""Leave Application"")"
"Pull up User records which include status being Paid and status being greater than 5000, including payment_status, name, and status, ordered by creation in descending order.","frappe.get_all(""User"", filters={""status"": ""Paid"", ""status"": ["">"", 5000]}, fields=[""payment_status"", ""name"", ""status""], order_by=""creation desc"")"
"Provide Leave Application records whose status marked as Paid, capacity marked as greater than 20000, and location marked as San Francmarked asco, accompanied by name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""capacity"": ["">"", 20000], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Display Journal Entry records that have the status having Active, along with status and expense_amount.","frappe.get_all(""Journal Entry"", filters={""status"": ""Active""}, fields=[""status"", ""expense_amount""])"
"I need to see Purchase Order records which include status being Paid and leave_type being greater than 5000, including status, pricing_rule_type, and leave_type, ordered by creation in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""leave_type"": ["">"", 5000]}, fields=[""status"", ""pricing_rule_type"", ""leave_type""], order_by=""creation desc"")"
List out all Attendance data.,"frappe.get_all(""Attendance"")"
"Help me access Employee records in which status marked as Approved and grand_total marked as greater than 20000, along with name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Approved"", ""grand_total"": ["">"", 20000]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
Give me the entire User record set.,"frappe.get_all(""User"")"
"Help me find Sales Invoice records whose department marked as IT, status marked as Paid, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2024-06-30, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""IT"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Show details of Timesheet records with status marked as Paid and order_date marked as greater than 5000, along with quantity, invoice_date, and order_date, ordered by creation in descending order.","frappe.get_all(""Timesheet"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""quantity"", ""invoice_date"", ""order_date""], order_by=""creation desc"")"
Fetch the complete List of Role documents.,"frappe.get_all(""Role"")"
Fetch records for the full lhavingt of User documents.,"frappe.get_all(""User"")"
"Find and Display Role records that have the status marked as Paid and currency marked as greater than 5000, including project_name, payment_status, and currency, ordered by creation in descending order.","frappe.get_all(""Role"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""project_name"", ""payment_status"", ""currency""], order_by=""creation desc"")"
Get me information on relevant entries from Quotation records stored in the database.,"frappe.get_all(""Quotation"")"
"Can you show me Purchase Order records that have the status marked as Paid and customer_name marked as greater than 5000, accompanied by quantity, invoice_date, and customer_name, ordered by creation in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""customer_name"": ["">"", 5000]}, fields=[""quantity"", ""invoice_date"", ""customer_name""], order_by=""creation desc"")"
Give me the entire Pricing Rule record set.,"frappe.get_all(""Pricing Rule"")"
"I need to see Leave Application records that have status marked as Active, containing payment_status and vehicle_type.","frappe.get_all(""Leave Application"", filters={""status"": ""Active""}, fields=[""payment_status"", ""vehicle_type""])"
"Find and Display Leave Application records that have the status marked as Active, accompanied by pricing_rule_type and customer_name.","frappe.get_all(""Leave Application"", filters={""status"": ""Active""}, fields=[""pricing_rule_type"", ""customer_name""])"
Give me an overview of all stored Supplier records from the database.,"frappe.get_all(""Supplier"")"
Show every Journal Entry record stored in the system.,"frappe.get_all(""Journal Entry"")"
"Give me Purchase Order records with status marked as Active, including supplier_name and vehicle_type.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active""}, fields=[""supplier_name"", ""vehicle_type""])"
"Highlight key details from Role records in which status being Active, with details of amount and supplier_name.","frappe.get_all(""Role"", filters={""status"": ""Active""}, fields=[""amount"", ""supplier_name""])"
"Bring up Warehouse records in which status marked as Approved, department marked as HR, and date_of_joining marked as after 2023-01-01, with details of name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Approved"", ""department"": ""HR"", ""date_of_joining"": ["">"", ""2023-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
Look up Supplier records with company being value_505.,"frappe.get_all(""Supplier"", filters={""company"": ""value_505""})"
"I need to see Purchase Order records that have status marked as Paid and quantity marked as greater than 5000, along with journal_entry_type, customer_name, and quantity, ordered by creation in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""quantity"": ["">"", 5000]}, fields=[""journal_entry_type"", ""customer_name"", ""quantity""], order_by=""creation desc"")"
List Asset records with employee_name having value_435.,"frappe.get_all(""Asset"", filters={""employee_name"": ""value_435""})"
"Provide Sales Invoice records which include department being HR, status being Completed, from_date being on or after 2023-01-01, and to_date being on or before 2023-12-31, accompanied by employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""HR"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Give me an overview of Subscription records in which currency with status value_301.,"frappe.get_all(""Subscription"", filters={""currency"": ""value_301""})"
I'd like to see information on the full lbeingt of Leave Application documents.,"frappe.get_all(""Leave Application"")"
Show all stored Subscription data records.,"frappe.get_all(""Subscription"")"
Fetch and Display all stored Payment Entry entries.,"frappe.get_all(""Payment Entry"")"
List Vehicle records which include name being value_477.,"frappe.get_all(""Vehicle"", filters={""name"": ""value_477""})"
"Show details of Task records which include status marked as Paid and status marked as greater than 5000, with details of inspection_result, order_date, and status, ordered by creation in descending order.","frappe.get_all(""Task"", filters={""status"": ""Paid"", ""status"": ["">"", 5000]}, fields=[""inspection_result"", ""order_date"", ""status""], order_by=""creation desc"")"
List Contract records which include company marked as value_156.,"frappe.get_all(""Contract"", filters={""company"": ""value_156""})"
"Provide Purchase Order records in which status marked as Active, accompanied by quantity and payment_status.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active""}, fields=[""quantity"", ""payment_status""])"
"List Opportunity records that have the status marked as Active, accompanied by expense_amount and employee_name.","frappe.get_all(""Opportunity"", filters={""status"": ""Active""}, fields=[""expense_amount"", ""employee_name""])"
"List Leave Application records which include department having Sales, status having Paid, from_date having on or after 2023-06-01, and to_date having on or before 2023-12-31, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Leave Application"", filters={""department"": ""Sales"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Show all stored Timesheet data records.,"frappe.get_all(""Timesheet"")"
Can you show me a complete lbeingt of Subscription documents?,"frappe.get_all(""Subscription"")"
Highlight key details from exmarked asting Item records.,"frappe.get_all(""Item"")"
"Look up Leave Application records in which department marked as IT, status marked as Active, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2024-06-30, including employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Leave Application"", filters={""department"": ""IT"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Pull up Payment Entry records with status marked as Active, with details of pricing_rule_type and order_date.","frappe.get_all(""Payment Entry"", filters={""status"": ""Active""}, fields=[""pricing_rule_type"", ""order_date""])"
I need to see Warehouse records that have stock_uom marked as value_148.,"frappe.get_all(""Warehouse"", filters={""stock_uom"": ""value_148""})"
"Can you show me User records that have status having Paid and leave_type having greater than 5000, containing invoice_date, task_status, and leave_type, ordered by creation in descending order.","frappe.get_all(""User"", filters={""status"": ""Paid"", ""leave_type"": ["">"", 5000]}, fields=[""invoice_date"", ""task_status"", ""leave_type""], order_by=""creation desc"")"
Can I see all the stored Quotation entries?,"frappe.get_all(""Quotation"")"
Fetch records for Timesheet records stored in the database.,"frappe.get_all(""Timesheet"")"
Pull up all Asset records from the database.,"frappe.get_all(""Asset"")"
"Get me Warehouse records whose status having Active, total having greater than 5000, and supplier having ABC Pvt Ltd, with details of name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Active"", ""total"": ["">"", 5000], ""supplier"": ""ABC Pvt Ltd""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Pull up Timesheet records with status with status Paid and project_name with status greater than 5000, including vehicle_type, supplier_name, and project_name, ordered by creation in descending order.","frappe.get_all(""Timesheet"", filters={""status"": ""Paid"", ""project_name"": ["">"", 5000]}, fields=[""vehicle_type"", ""supplier_name"", ""project_name""], order_by=""creation desc"")"
