Customer Question,Frappe Query
Can you fetch the purchase invoice record where supplier is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""Purchase Invoice"", filters={""supplier"": ""new_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
payroll entry doc for status 'sample_value'?,"doc = frappe.get_doc(""Payroll Entry"", filters={""status"": ""sample_value""})
print(doc)"
Can you fetch the serial no record where purchase_date is 'test_value' and created this year?,"doc = frappe.get_doc(""Serial No"", filters={""purchase_date"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the course document where duration is 'sample_value'.,"doc = frappe.get_doc(""Course"", filters={""duration"": ""sample_value""})
print(doc)"
Can you fetch the chart of accounts record where account_type is 'test_value' and created this year?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""account_type"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need job card for operation 'unique_value' this year?","doc = frappe.get_doc(""Job Card"", filters={""operation"": ""Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
lead doc lead_name 'sample_value' this year?,"doc = frappe.get_doc(""Lead"", filters={""lead_name"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
fleet management doc 'DOC-5678'?,"doc = frappe.get_doc(""Fleet Management"", ""DOC-5678"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
Fetch contact where phone is 'test_value'?,"doc = frappe.get_doc(""Contact"", filters={""phone"": ""Active""})
print(doc)"
support ticket doc for resolution_time 'unique_value'?,"doc = frappe.get_doc(""Support Ticket"", filters={""resolution_time"": ""Retail""})
print(doc)"
Get purchase invoice where invoice_date 'new_unique_value' from this year?,"doc = frappe.get_doc(""Purchase Invoice"", filters={""invoice_date"": ""new_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
lab test doc for patient 'latest_unique_value'?,"doc = frappe.get_doc(""Lab Test"", filters={""patient"": ""latest_High""})
print(doc)"
Can u pull software license doc for user_count 'sample_value'?,"doc = frappe.get_doc(""Software License"", filters={""user_count"": ""sample_value""})
print(doc)"
Get payment entry where payment_type 'sample_value' from this year?,"doc = frappe.get_doc(""Payment Entry"", filters={""payment_type"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch task where status is 'new_unique_value'?,"doc = frappe.get_doc(""Task"", filters={""status"": ""new_Open""})
print(doc)"
Fetch salary slip where gross_salary is 'test_value'?,"doc = frappe.get_doc(""Salary Slip"", filters={""gross_salary"": ""Active""})
print(doc)"
Retrieve the quotation document where grand_total is 'unique_value'.,"doc = frappe.get_doc(""Quotation"", filters={""grand_total"": ""Open""})
print(doc)"
Can you fetch the patient record where gender is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""Patient"", filters={""gender"": ""new_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the patient document where gender is 'test_value'.,"doc = frappe.get_doc(""Patient"", filters={""gender"": ""Premium""})
print(doc)"
course doc credits 'unique_value' this year?,"doc = frappe.get_doc(""Course"", filters={""credits"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get software license where expiry_date 'test_value' from this year?,"doc = frappe.get_doc(""Software License"", filters={""expiry_date"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
expense claim doc for claim_id 'new_unique_value'?,"doc = frappe.get_doc(""Expense Claim"", filters={""claim_id"": ""new_High""})
print(doc)"
Can u pull student doc for student_name 'unique_value'?,"doc = frappe.get_doc(""Student"", filters={""student_name"": ""North""})
print(doc)"
Retrieve the event document where organizer is 'test_value'.,"doc = frappe.get_doc(""Event"", filters={""organizer"": ""Approved""})
print(doc)"
Retrieve the warranty claim document where claim_id is 'test_value'.,"doc = frappe.get_doc(""Warranty Claim"", filters={""claim_id"": ""Active""})
print(doc)"
Retrieve the quotation document where customer is 'sample_value'.,"doc = frappe.get_doc(""Quotation"", filters={""customer"": ""sample_value""})
print(doc)"
event doc participants 'unique_value' this year?,"doc = frappe.get_doc(""Event"", filters={""participants"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get work order where order_id 'final_unique_value' from this year?,"doc = frappe.get_doc(""Work Order"", filters={""order_id"": ""final_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
chart of accounts doc for currency 'latest_unique_value'?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""currency"": ""latest_12345""})
print(doc)"
"Hey, need bom for quantity 'test_value' this year?","doc = frappe.get_doc(""BOM"", filters={""quantity"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
item doc for item_code 'test_value'?,"doc = frappe.get_doc(""Item"", filters={""item_code"": ""Active""})
print(doc)"
Could you retrieve the tax rule record with ID 'DOC-5678'?,"doc = frappe.get_doc(""Tax Rule"", ""DOC-5678"", {""status"": ""Open"", ""priority"": ""High""})
print(doc, {""status"": ""Open"", ""priority"": ""High""})"
Retrieve the opportunity document where closing_date is 'test_value'.,"doc = frappe.get_doc(""Opportunity"", filters={""closing_date"": ""Premium""})
print(doc)"
"Hey, need stock entry for posting_date 'new_unique_value' this year?","doc = frappe.get_doc(""Stock Entry"", filters={""posting_date"": ""new_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get meeting where participants 'sample_value' from this year?,"doc = frappe.get_doc(""Meeting"", filters={""participants"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get employee where department 'unique_value' from this year?,"doc = frappe.get_doc(""Employee"", filters={""department"": ""Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need work order for production_item 'test_value' this year?","doc = frappe.get_doc(""Work Order"", filters={""production_item"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need instructor for email 'unique_value' this year?","doc = frappe.get_doc(""Instructor"", filters={""email"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get hotel reservation where booking_reference 'sample_value' from this year?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""booking_reference"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the batch document where item_code is 'test_value'.,"doc = frappe.get_doc(""Batch"", filters={""item_code"": ""Electronics""})
print(doc)"
Retrieve the job applicant document where email is 'test_value'.,"doc = frappe.get_doc(""Job Applicant"", filters={""email"": ""Premium""})
print(doc)"
"Hey, need stock ledger entry for warehouse 'unique_value' this year?","doc = frappe.get_doc(""Stock Ledger Entry"", filters={""warehouse"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull support ticket doc for subject 'sample_value'?,"doc = frappe.get_doc(""Support Ticket"", filters={""subject"": ""sample_value""})
print(doc)"
Retrieve the warehouse document where is_group is 'sample_value'.,"doc = frappe.get_doc(""Warehouse"", filters={""is_group"": ""sample_value""})
print(doc)"
serial no doc for item_code 'last_unique_value'?,"doc = frappe.get_doc(""Serial No"", filters={""item_code"": ""last_Open""})
print(doc)"
Can u pull shipment doc for status 'sample_value'?,"doc = frappe.get_doc(""Shipment"", filters={""status"": ""sample_value""})
print(doc)"
Get journal entry where posting_date 'test_value' from this year?,"doc = frappe.get_doc(""Journal Entry"", filters={""posting_date"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull batch doc for expiry_date 'unique_value'?,"doc = frappe.get_doc(""Batch"", filters={""expiry_date"": ""Open""})
print(doc)"
Could you retrieve the purchase invoice record with ID 'DOC-8888'?,"doc = frappe.get_doc(""Purchase Invoice"", ""DOC-8888"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
"Hey, need shipment for shipment_id 'test_value' this year?","doc = frappe.get_doc(""Shipment"", filters={""shipment_id"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get job applicant where position_applied 'latest_unique_value' from this year?,"doc = frappe.get_doc(""Job Applicant"", filters={""position_applied"": ""latest_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get event where event_name 'new_unique_value' from this year?,"doc = frappe.get_doc(""Event"", filters={""event_name"": ""new_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the subscription record where subscription_id is 'test_value' and created this year?,"doc = frappe.get_doc(""Subscription"", filters={""subscription_id"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch job opening where number_of_positions is 'unique_value'?,"doc = frappe.get_doc(""Job Opening"", filters={""number_of_positions"": ""Retail""})
print(doc)"
Get subscription doc 'DOC-9999'?,"doc = frappe.get_doc(""Subscription"", ""DOC-9999"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
Can you fetch the student record where course is 'final_unique_value' and created this year?,"doc = frappe.get_doc(""Student"", filters={""course"": ""final_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
job applicant doc applicant_name 'unique_value' this year?,"doc = frappe.get_doc(""Job Applicant"", filters={""applicant_name"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the bom record where total_cost is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""BOM"", filters={""total_cost"": ""new_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need milestone for project 'test_value' this year?","doc = frappe.get_doc(""Milestone"", filters={""project"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the prescription record where duration is 'test_value' and created this year?,"doc = frappe.get_doc(""Prescription"", filters={""duration"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Could you retrieve the stock entry record with ID 'DOC-9999'?,"doc = frappe.get_doc(""Stock Entry"", ""DOC-9999"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
instructor doc for email 'test_value'?,"doc = frappe.get_doc(""Instructor"", filters={""email"": ""Electronics""})
print(doc)"
Can you fetch the quotation record where quotation_id is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""Quotation"", filters={""quotation_id"": ""new_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the serial no document where item_code is 'unique_value'.,"doc = frappe.get_doc(""Serial No"", filters={""item_code"": ""12345""})
print(doc)"
stock ledger entry doc for warehouse 'unique_value'?,"doc = frappe.get_doc(""Stock Ledger Entry"", filters={""warehouse"": ""High""})
print(doc)"
hotel reservation doc for check_in 'unique_value'?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""check_in"": ""North""})
print(doc)"
Retrieve the payroll entry document where status is 'unique_value'.,"doc = frappe.get_doc(""Payroll Entry"", filters={""status"": ""12345""})
print(doc)"
Can you fetch the event record where organizer is 'sample_value' and created this year?,"doc = frappe.get_doc(""Event"", filters={""organizer"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need milestone for status 'sample_value' this year?","doc = frappe.get_doc(""Milestone"", filters={""status"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the milestone record where target_date is 'sample_value' and created this year?,"doc = frappe.get_doc(""Milestone"", filters={""target_date"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get expense claim doc 'DOC-7777'?,"doc = frappe.get_doc(""Expense Claim"", ""DOC-7777"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
"Hey, can you grab vital signs doc 'DOC-7777'?","doc = frappe.get_doc(""Vital Signs"", ""DOC-7777"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
task doc project 'new_unique_value' this year?,"doc = frappe.get_doc(""Task"", filters={""project"": ""new_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the tax rule record where applicable_for is 'test_value' and created this year?,"doc = frappe.get_doc(""Tax Rule"", filters={""applicable_for"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need serial no for warehouse 'test_value' this year?","doc = frappe.get_doc(""Serial No"", filters={""warehouse"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need permit application for status 'new_unique_value' this year?","doc = frappe.get_doc(""Permit Application"", filters={""status"": ""new_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the hotel reservation document where booking_reference is 'latest_unique_value'.,"doc = frappe.get_doc(""Hotel Reservation"", filters={""booking_reference"": ""latest_12345""})
print(doc)"
Get permit application where permit_type 'test_value' from this year?,"doc = frappe.get_doc(""Permit Application"", filters={""permit_type"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch audit report where recommendations is 'new_unique_value'?,"doc = frappe.get_doc(""Audit Report"", filters={""recommendations"": ""new_Open""})
print(doc)"
Fetch leave application where employee is 'unique_value'?,"doc = frappe.get_doc(""Leave Application"", filters={""employee"": ""Retail""})
print(doc)"
prescription doc 'DOC-8888'?,"doc = frappe.get_doc(""Prescription"", ""DOC-8888"", {""status"": ""Open"", ""priority"": ""High""})
print(doc, {""status"": ""Open"", ""priority"": ""High""})"
Retrieve the event document where participants is 'latest_unique_value'.,"doc = frappe.get_doc(""Event"", filters={""participants"": ""latest_North""})
print(doc)"
"Hey, need fleet management for vehicle_id 'test_value' this year?","doc = frappe.get_doc(""Fleet Management"", filters={""vehicle_id"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get job opening where job_title 'new_unique_value' from this year?,"doc = frappe.get_doc(""Job Opening"", filters={""job_title"": ""new_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need employee for date_of_joining 'new_unique_value' this year?","doc = frappe.get_doc(""Employee"", filters={""date_of_joining"": ""new_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the expense claim record where claim_id is 'unique_value' and created this year?,"doc = frappe.get_doc(""Expense Claim"", filters={""claim_id"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull project doc for customer 'sample_value'?,"doc = frappe.get_doc(""Project"", filters={""customer"": ""sample_value""})
print(doc)"
employee doc employee_name 'test_value' this year?,"doc = frappe.get_doc(""Employee"", filters={""employee_name"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get task doc 'DOC-7777'?,"doc = frappe.get_doc(""Task"", ""DOC-7777"", {""status"": ""Open"", ""priority"": ""High""})
print(doc, {""status"": ""Open"", ""priority"": ""High""})"
Fetch subscription where subscription_id is 'test_value'?,"doc = frappe.get_doc(""Subscription"", filters={""subscription_id"": ""Approved""})
print(doc)"
Fetch campaign where status is 'final_unique_value'?,"doc = frappe.get_doc(""Campaign"", filters={""status"": ""final_Retail""})
print(doc)"
Can u pull course doc for duration 'test_value'?,"doc = frappe.get_doc(""Course"", filters={""duration"": ""Active""})
print(doc)"
"Hey, need prescription for dosage 'unique_value' this year?","doc = frappe.get_doc(""Prescription"", filters={""dosage"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Could you retrieve the serial no record with ID 'DOC-7777'?,"doc = frappe.get_doc(""Serial No"", ""DOC-7777"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
Can you fetch the course record where duration is 'sample_value' and created this year?,"doc = frappe.get_doc(""Course"", filters={""duration"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the meeting record where location is 'test_value' and created this year?,"doc = frappe.get_doc(""Meeting"", filters={""location"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, can you grab leave application doc 'DOC-9999'?","doc = frappe.get_doc(""Leave Application"", ""DOC-9999"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
Can u pull warehouse doc for warehouse_name 'unique_value'?,"doc = frappe.get_doc(""Warehouse"", filters={""warehouse_name"": ""High""})
print(doc)"
Can you fetch the lab test record where status is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""Lab Test"", filters={""status"": ""new_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the hotel reservation record where room_type is 'sample_value' and created this year?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""room_type"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
expense claim doc approval_status 'unique_value' this year?,"doc = frappe.get_doc(""Expense Claim"", filters={""approval_status"": ""Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
hotel reservation doc 'DOC-9999'?,"doc = frappe.get_doc(""Hotel Reservation"", ""DOC-9999"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
Retrieve the work order document where status is 'sample_value'.,"doc = frappe.get_doc(""Work Order"", filters={""status"": ""sample_value""})
print(doc)"
"Hey, need job card for workstation 'unique_value' this year?","doc = frappe.get_doc(""Job Card"", filters={""workstation"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull permit application doc for application_id 'sample_value'?,"doc = frappe.get_doc(""Permit Application"", filters={""application_id"": ""sample_value""})
print(doc)"
"Hey, need task for priority 'sample_value' this year?","doc = frappe.get_doc(""Task"", filters={""priority"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull instructor doc for qualification 'test_value'?,"doc = frappe.get_doc(""Instructor"", filters={""qualification"": ""Active""})
print(doc)"
Fetch stock ledger entry where warehouse is 'test_value'?,"doc = frappe.get_doc(""Stock Ledger Entry"", filters={""warehouse"": ""Active""})
print(doc)"
"Hey, can you grab lab test doc 'DOC-7777'?","doc = frappe.get_doc(""Lab Test"", ""DOC-7777"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
"Hey, need customer for tax_id 'unique_value' this year?","doc = frappe.get_doc(""Customer"", filters={""tax_id"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
student doc batch 'new_unique_value' this year?,"doc = frappe.get_doc(""Student"", filters={""batch"": ""new_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the work order record where order_id is 'sample_value' and created this year?,"doc = frappe.get_doc(""Work Order"", filters={""order_id"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull shipment doc for shipment_id 'sample_value'?,"doc = frappe.get_doc(""Shipment"", filters={""shipment_id"": ""sample_value""})
print(doc)"
Fetch warranty claim where customer is 'sample_value'?,"doc = frappe.get_doc(""Warranty Claim"", filters={""customer"": ""sample_value""})
print(doc)"
"Hey, can you grab timesheet doc 'DOC-9999'?","doc = frappe.get_doc(""Timesheet"", ""DOC-9999"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
Can you fetch the batch record where manufacture_date is 'test_value' and created this year?,"doc = frappe.get_doc(""Batch"", filters={""manufacture_date"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
support ticket doc customer 'sample_value' this year?,"doc = frappe.get_doc(""Support Ticket"", filters={""customer"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get e-commerce order where customer 'sample_value' from this year?,"doc = frappe.get_doc(""E-commerce Order"", filters={""customer"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
job applicant doc 'DOC-7777'?,"doc = frappe.get_doc(""Job Applicant"", ""DOC-7777"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
Retrieve the serial no document where status is 'latest_unique_value'.,"doc = frappe.get_doc(""Serial No"", filters={""status"": ""latest_North""})
print(doc)"
tax rule doc rate 'test_value' this year?,"doc = frappe.get_doc(""Tax Rule"", filters={""rate"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
salary slip doc for payroll_period 'unique_value'?,"doc = frappe.get_doc(""Salary Slip"", filters={""payroll_period"": ""Open""})
print(doc)"
chart of accounts doc parent_account 'unique_value' this year?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""parent_account"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch item where item_code is 'sample_value'?,"doc = frappe.get_doc(""Item"", filters={""item_code"": ""sample_value""})
print(doc)"
Retrieve the employee document where employee_name is 'new_unique_value'?,"doc = frappe.get_doc(""Employee"", filters={""employee_name"": ""new_High""})
print(doc)"
Can you fetch the lead record where source is 'final_unique_value' and created this year?,"doc = frappe.get_doc(""Lead"", filters={""source"": ""final_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch bom where is_active is 'test_value'?,"doc = frappe.get_doc(""BOM"", filters={""is_active"": ""5000""})
print(doc)"
vital signs doc temperature 'unique_value' this year?,"doc = frappe.get_doc(""Vital Signs"", filters={""temperature"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the course document where course_name is 'new_unique_value'?,"doc = frappe.get_doc(""Course"", filters={""course_name"": ""new_High""})
print(doc)"
Can you fetch the purchase invoice record where invoice_date is 'test_value' and created this year?,"doc = frappe.get_doc(""Purchase Invoice"", filters={""invoice_date"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get job card where status 'unique_value' from this year?,"doc = frappe.get_doc(""Job Card"", filters={""status"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
vital signs doc for blood_pressure 'new_unique_value'?,"doc = frappe.get_doc(""Vital Signs"", filters={""blood_pressure"": ""new_Retail""})
print(doc)"
"Hey, need stock ledger entry for voucher_no 'unique_value' this year?","doc = frappe.get_doc(""Stock Ledger Entry"", filters={""voucher_no"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the prescription record where patient is 'sample_value' and created this year?,"doc = frappe.get_doc(""Prescription"", filters={""patient"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the permit application document where approval_date is 'test_value'.,"doc = frappe.get_doc(""Permit Application"", filters={""approval_date"": ""Electronics""})
print(doc)"
Can u pull work order doc for quantity 'sample_value'?,"doc = frappe.get_doc(""Work Order"", filters={""quantity"": ""sample_value""})
print(doc)"
"Hey, need item for stock_uom 'test_value' this year?","doc = frappe.get_doc(""Item"", filters={""stock_uom"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get job opening where department 'new_unique_value' from this year?,"doc = frappe.get_doc(""Job Opening"", filters={""department"": ""new_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get warehouse where is_group 'test_value' from this year?,"doc = frappe.get_doc(""Warehouse"", filters={""is_group"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch student where roll_number is 'sample_value'?,"doc = frappe.get_doc(""Student"", filters={""roll_number"": ""sample_value""})
print(doc)"
Can you fetch the sales invoice record where due_date is 'test_value' and created this year?,"doc = frappe.get_doc(""Sales Invoice"", filters={""due_date"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the item record where price is 'unique_value' and created this year?,"doc = frappe.get_doc(""Item"", filters={""price"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
fleet management doc for vehicle_id 'unique_value'?,"doc = frappe.get_doc(""Fleet Management"", filters={""vehicle_id"": ""North""})
print(doc)"
serial no doc item_code 'test_value' this year?,"doc = frappe.get_doc(""Serial No"", filters={""item_code"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the hotel reservation document where room_type is 'new_unique_value'?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""room_type"": ""new_Open""})
print(doc)"
Can you fetch the journal entry record where credit is 'unique_value' and created this year?,"doc = frappe.get_doc(""Journal Entry"", filters={""credit"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch job card where completed_qty is 'test_value'?,"doc = frappe.get_doc(""Job Card"", filters={""completed_qty"": ""Electronics""})
print(doc)"
patient doc age 'unique_value' this year?,"doc = frappe.get_doc(""Patient"", filters={""age"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
warranty claim doc claim_id 'sample_value' this year?,"doc = frappe.get_doc(""Warranty Claim"", filters={""claim_id"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the support ticket document where ticket_id is 'sample_value'.,"doc = frappe.get_doc(""Support Ticket"", filters={""ticket_id"": ""sample_value""})
print(doc)"
stock entry doc for item_code 'unique_value'?,"doc = frappe.get_doc(""Stock Entry"", filters={""item_code"": ""North""})
print(doc)"
"Hey, need appointment for scheduled_date 'unique_value' this year?","doc = frappe.get_doc(""Appointment"", filters={""scheduled_date"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
hotel reservation doc for check_in 'sample_value'?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""check_in"": ""sample_value""})
print(doc)"
Retrieve the item document where item_code is 'sample_value'.,"doc = frappe.get_doc(""Item"", filters={""item_code"": ""sample_value""})
print(doc)"
Can u pull purchase invoice doc for due_date 'test_value'?,"doc = frappe.get_doc(""Purchase Invoice"", filters={""due_date"": ""Active""})
print(doc)"
Retrieve the course document where credits is 'test_value'.,"doc = frappe.get_doc(""Course"", filters={""credits"": ""5000""})
print(doc)"
