Corrected Customer Question,Corrected Frappe Query
"I need details of Bed where billing_address matches 'Submitted', project_name is 'Submitted', and subtotal is over 16179.","frappe.get_doc(""Bed"", {""billing_address"": ""Submitted"", ""project_name"": ""Submitted"", ""subtotal"": ["">"", 16179]})"
"I need details of Leave Application where supplier_name matches 'Pending', stock_uom is 'Approved', and duration is over 10864.","frappe.get_doc(""Leave Application"", {""supplier_name"": ""Pending"", ""stock_uom"": ""Approved"", ""duration"": ["">"", 10864]})"
"I need details of Patient where progress matches 'Active', contact_phone is 'Delivered', and customer_name is over 9198.","frappe.get_doc(""Patient"", {""progress"": ""Active"", ""contact_phone"": ""Delivered"", ""customer_name"": ["">"", 9198]})"
"Can you get Website Theme where rate is 'Closed', address is 'Pending', and customer_name is more than 16796?","frappe.get_doc(""Website Theme"", {""rate"": ""Closed"", ""address"": ""Pending"", ""customer_name"": ["">"", 16796]})"
"Can you get Loan Disbursement where conversion_factor is 'Cancelled', phone is 'Rejected', and billing_address is more than 12055?","frappe.get_doc(""Loan Disbursement"", {""conversion_factor"": ""Cancelled"", ""phone"": ""Rejected"", ""billing_address"": ["">"", 12055]})"
"Can you get Purchase Receipt where conversion_factor is 'Submitted', billing_address is 'Inactive', and phone is more than 16233?","frappe.get_doc(""Purchase Receipt"", {""conversion_factor"": ""Submitted"", ""billing_address"": ""Inactive"", ""phone"": ["">"", 16233]})"
"Can you get Maintenance Schedule where first_name is 'Processing', role is 'Confirmed', and approval_status is more than 8229?","frappe.get_doc(""Maintenance Schedule"", {""first_name"": ""Processing"", ""role"": ""Confirmed"", ""approval_status"": ["">"", 8229]})"
"Can you get Invoice where quantity is 'Delivered', price is 'Delivered', and comments is more than 16225?","frappe.get_doc(""Invoice"", {""quantity"": ""Delivered"", ""price"": ""Delivered"", ""comments"": ["">"", 16225]})"
"Retrieve Project details where enabled = 'Pending', description = 'Completed', and rate > 9047.","frappe.get_doc(""Project"", {""enabled"": ""Pending"", ""description"": ""Completed"", ""rate"": ["">"", 9047]})"
"Fetch Program having email = 'Delivered', address = 'Rejected', and role greater than 10529.","frappe.get_doc(""Program"", {""email"": ""Delivered"", ""address"": ""Rejected"", ""role"": ["">"", 10529]})"
"Retrieve Clinical Procedure details where contact_person = 'Inactive', shipping_address = 'Approved', and discount > 17288.","frappe.get_doc(""Clinical Procedure"", {""contact_person"": ""Inactive"", ""shipping_address"": ""Approved"", ""discount"": ["">"", 17288]})"
"Fetch Library Transaction having role = 'Paid', priority = 'Processing', and approval_status greater than 5688.","frappe.get_doc(""Library Transaction"", {""role"": ""Paid"", ""priority"": ""Processing"", ""approval_status"": ["">"", 5688]})"
"Can you get Grade where billing_address is 'Completed', enabled is 'Under Review', and item_name is more than 16292?","frappe.get_doc(""Grade"", {""billing_address"": ""Completed"", ""enabled"": ""Under Review"", ""item_name"": ["">"", 16292]})"
"Find a Hospitalization with warehouse as 'Active', delivery_date set to 'Cancelled', and department exceeding 13041.","frappe.get_doc(""Hospitalization"", {""warehouse"": ""Active"", ""delivery_date"": ""Cancelled"", ""department"": ["">"", 13041]})"
"Find a Address with subtotal as 'Overdue', name set to 'Open', and attachments exceeding 13840.","frappe.get_doc(""Address"", {""subtotal"": ""Overdue"", ""name"": ""Open"", ""attachments"": ["">"", 13840]})"
"Find a System Settings with conversion_factor as 'Completed', name set to 'Confirmed', and quantity exceeding 9252.","frappe.get_doc(""System Settings"", {""conversion_factor"": ""Completed"", ""name"": ""Confirmed"", ""quantity"": ["">"", 9252]})"
"Find a Opportunity with department as 'Open', status set to 'Completed', and designation exceeding 11259.","frappe.get_doc(""Opportunity"", {""department"": ""Open"", ""status"": ""Completed"", ""designation"": ["">"", 11259]})"
"Can you get Sales Invoice where rate is 'Cancelled', first_name is 'Rejected', and modified_on is more than 19508?","frappe.get_doc(""Sales Invoice"", {""rate"": ""Cancelled"", ""first_name"": ""Rejected"", ""modified_on"": ["">"", 19508]})"
"Find a Email Account with stock_uom as 'Draft', reference_number set to 'Under Review', and currency exceeding 6682.","frappe.get_doc(""Email Account"", {""stock_uom"": ""Draft"", ""reference_number"": ""Under Review"", ""currency"": ["">"", 6682]})"
"I need details of Attendance where item_group matches 'Draft', end_date is 'Processing', and total is over 10851.","frappe.get_doc(""Attendance"", {""item_group"": ""Draft"", ""end_date"": ""Processing"", ""total"": ["">"", 10851]})"
"Retrieve Communication details where contact_phone = '6723', customer_name = 'On Hold', and country > 17464.","frappe.get_doc(""Communication"", {""contact_phone"": ""6723"", ""customer_name"": ""On Hold"", ""country"": ["">"", 17464]})"
"Find a Print Format with uom as 'Overdue', amount set to 'Processing', and reference_number exceeding 8116.","frappe.get_doc(""Print Format"", {""uom"": ""Overdue"", ""amount"": ""Processing"", ""reference_number"": ["">"", 8116]})"
"Retrieve Maintenance Schedule details where attachments = 'On Hold', uom = 'Open', and end_date > 14081.","frappe.get_doc(""Maintenance Schedule"", {""attachments"": ""On Hold"", ""uom"": ""Open"", ""end_date"": ["">"", 14081]})"
"Find a Training Program with supplier_id as 'Active', contact_person set to '1981', and due_date exceeding 17748.","frappe.get_doc(""Training Program"", {""supplier_id"": ""Active"", ""contact_person"": ""1981"", ""due_date"": ["">"", 17748]})"
"Can you get Purchase Invoice where priority is 'Completed', discount is 'Under Review', and task_name is more than 5005?","frappe.get_doc(""Purchase Invoice"", {""priority"": ""Completed"", ""discount"": ""Under Review"", ""task_name"": ["">"", 5005]})"
"I need details of Web Page where supplier_name matches 'Rejected', discount is 'Inactive', and country is over 6893.","frappe.get_doc(""Web Page"", {""supplier_name"": ""Rejected"", ""discount"": ""Inactive"", ""country"": ["">"", 6893]})"
"Fetch Fees having contact_person = '8915', date = 'Inactive', and remarks greater than 15308.","frappe.get_doc(""Fees"", {""contact_person"": ""8915"", ""date"": ""Inactive"", ""remarks"": ["">"", 15308]})"
"I need details of Email Template where conversion_factor matches 'Closed', due_date is 'Cancelled', and role is over 19395.","frappe.get_doc(""Email Template"", {""conversion_factor"": ""Closed"", ""due_date"": ""Cancelled"", ""role"": ["">"", 19395]})"
"I need details of Timesheet where start_date matches 'Under Review', email is 'Closed', and progress is over 12275.","frappe.get_doc(""Timesheet"", {""start_date"": ""Under Review"", ""email"": ""Closed"", ""progress"": ["">"", 12275]})"
"I need details of Appraisal where shipping_address matches 'Draft', due_date is 'Draft', and item_code is over 19212.","frappe.get_doc(""Appraisal"", {""shipping_address"": ""Draft"", ""due_date"": ""Draft"", ""item_code"": ["">"", 19212]})"
"Find a Sales Invoice with task_name as 'Approved', item_code set to 'Cancelled', and enabled exceeding 5905.","frappe.get_doc(""Sales Invoice"", {""task_name"": ""Approved"", ""item_code"": ""Cancelled"", ""enabled"": ["">"", 5905]})"
"Fetch Address having reference_number = 'Submitted', price = 'Open', and supplier_name greater than 14146.","frappe.get_doc(""Address"", {""reference_number"": ""Submitted"", ""price"": ""Open"", ""supplier_name"": ["">"", 14146]})"
"Find a Blog Post with department as 'Open', subtotal set to 'Active', and approval_status exceeding 15593.","frappe.get_doc(""Blog Post"", {""department"": ""Open"", ""subtotal"": ""Active"", ""approval_status"": ["">"", 15593]})"
"Retrieve Opportunity details where supplier_name = '1302', project_name = 'Under Review', and designation > 5888.","frappe.get_doc(""Opportunity"", {""supplier_name"": ""1302"", ""project_name"": ""Under Review"", ""designation"": ["">"", 5888]})"
"Retrieve Patient Appointment details where address = 'Paid', supplier_id = 'Paid', and shipping_address > 16660.","frappe.get_doc(""Patient Appointment"", {""address"": ""Paid"", ""supplier_id"": ""Paid"", ""shipping_address"": ["">"", 16660]})"
"Can you get Purchase Invoice where modified_on is '3185', subtotal is 'Processing', and address is more than 16434?","frappe.get_doc(""Purchase Invoice"", {""modified_on"": ""3185"", ""subtotal"": ""Processing"", ""address"": ["">"", 16434]})"
"Retrieve Program details where item_group = 'Inactive', customer_name = 'Active', and first_name > 10046.","frappe.get_doc(""Program"", {""item_group"": ""Inactive"", ""customer_name"": ""Active"", ""first_name"": ["">"", 10046]})"
"I need details of Blog Post where item_group matches 'Inactive', stock_uom is 'Draft', and supplier_name is over 13996.","frappe.get_doc(""Blog Post"", {""item_group"": ""Inactive"", ""stock_uom"": ""Draft"", ""supplier_name"": ["">"", 13996]})"
"Can you get Loan where qty is 'Inactive', project_name is 'Processing', and status is more than 14936?","frappe.get_doc(""Loan"", {""qty"": ""Inactive"", ""project_name"": ""Processing"", ""status"": ["">"", 14936]})"
"Find a Patient Appointment with company as 'Rejected', conversion_factor set to 'Processing', and priority exceeding 7672.","frappe.get_doc(""Patient Appointment"", {""company"": ""Rejected"", ""conversion_factor"": ""Processing"", ""priority"": ["">"", 7672]})"
"Retrieve Letter Head details where contact_person = 'Processing', tax = 'Inactive', and address > 13244.","frappe.get_doc(""Letter Head"", {""contact_person"": ""Processing"", ""tax"": ""Inactive"", ""address"": ["">"", 13244]})"
"Retrieve Event details where end_date = 'Confirmed', date = '9754', and role > 12881.","frappe.get_doc(""Event"", {""end_date"": ""Confirmed"", ""date"": ""9754"", ""role"": ["">"", 12881]})"
"Find a User with workflow_state as 'Delivered', currency set to 'Completed', and due_date exceeding 12456.","frappe.get_doc(""User"", {""workflow_state"": ""Delivered"", ""currency"": ""Completed"", ""due_date"": ["">"", 12456]})"
"Retrieve Maintenance Schedule details where notes = 'Draft', warehouse = 'Pending', and item_group > 19044.","frappe.get_doc(""Maintenance Schedule"", {""notes"": ""Draft"", ""warehouse"": ""Pending"", ""item_group"": ["">"", 19044]})"
"I need details of Issue where supplier_name matches 'Open', delivery_date is 'Submitted', and item_group is over 6266.","frappe.get_doc(""Issue"", {""supplier_name"": ""Open"", ""delivery_date"": ""Submitted"", ""item_group"": ["">"", 6266]})"
"Find a Address with currency as 'Pending', price set to 'Unpaid', and item_name exceeding 14231.","frappe.get_doc(""Address"", {""currency"": ""Pending"", ""price"": ""Unpaid"", ""item_name"": ["">"", 14231]})"
"Find a Lead with phone as 'Completed', price set to 'Draft', and stock_uom exceeding 18339.","frappe.get_doc(""Lead"", {""phone"": ""Completed"", ""price"": ""Draft"", ""stock_uom"": ["">"", 18339]})"
"Can you get Material Request where warehouse is 'Rejected', description is 'Pending', and payment_terms is more than 14695?","frappe.get_doc(""Material Request"", {""warehouse"": ""Rejected"", ""description"": ""Pending"", ""payment_terms"": ["">"", 14695]})"
"I need details of Supplier where due_date matches 'Cancelled', rate is 'Pending', and phone is over 7897.","frappe.get_doc(""Supplier"", {""due_date"": ""Cancelled"", ""rate"": ""Pending"", ""phone"": ["">"", 7897]})"
"I need details of Hospitalization where date matches 'Cancelled', contact_phone is 'Open', and company is over 15509.","frappe.get_doc(""Hospitalization"", {""date"": ""Cancelled"", ""contact_phone"": ""Open"", ""company"": ["">"", 15509]})"
"Find a Project with company as 'Completed', country set to 'Inactive', and supplier_id exceeding 16356.","frappe.get_doc(""Project"", {""company"": ""Completed"", ""country"": ""Inactive"", ""supplier_id"": ["">"", 16356]})"
"Retrieve Address details where amount = 'Overdue', approval_status = 'Approved', and contact_person > 11972.","frappe.get_doc(""Address"", {""amount"": ""Overdue"", ""approval_status"": ""Approved"", ""contact_person"": ["">"", 11972]})"
"I need details of Stock Entry where tax matches 'Unpaid', contact_email is 'Inactive', and delivery_date is over 13173.","frappe.get_doc(""Stock Entry"", {""tax"": ""Unpaid"", ""contact_email"": ""Inactive"", ""delivery_date"": ["">"", 13173]})"
"Fetch Address having email = 'Confirmed', payment_terms = 'Open', and progress greater than 16913.","frappe.get_doc(""Address"", {""email"": ""Confirmed"", ""payment_terms"": ""Open"", ""progress"": ["">"", 16913]})"
"Retrieve Custom Script details where warehouse = 'Submitted', stock_uom = 'Open', and user_id > 10464.","frappe.get_doc(""Custom Script"", {""warehouse"": ""Submitted"", ""stock_uom"": ""Open"", ""user_id"": ["">"", 10464]})"
"Fetch Purchase Invoice having created_on = 'Inactive', contact_person = 'Inactive', and duration greater than 5934.","frappe.get_doc(""Purchase Invoice"", {""created_on"": ""Inactive"", ""contact_person"": ""Inactive"", ""duration"": ["">"", 5934]})"
"Retrieve Custom Field details where reference_number = 'Active', user_id = 'Confirmed', and total > 5010.","frappe.get_doc(""Custom Field"", {""reference_number"": ""Active"", ""user_id"": ""Confirmed"", ""total"": ["">"", 5010]})"
"I need details of Lab Test where description matches 'Draft', date is 'Approved', and shipping_address is over 9472.","frappe.get_doc(""Lab Test"", {""description"": ""Draft"", ""date"": ""Approved"", ""shipping_address"": ["">"", 9472]})"
"Retrieve Material Request details where priority = 'Overdue', supplier_id = 'Cancelled', and designation > 9942.","frappe.get_doc(""Material Request"", {""priority"": ""Overdue"", ""supplier_id"": ""Cancelled"", ""designation"": ["">"", 9942]})"
"Can you get Loan where priority is 'Under Review', supplier_name is 'Completed', and price is more than 7884?","frappe.get_doc(""Loan"", {""priority"": ""Under Review"", ""supplier_name"": ""Completed"", ""price"": ["">"", 7884]})"
"Find a Bill of Materials with date as 'Processing', shipping_address set to 'Draft', and workflow_state exceeding 19983.","frappe.get_doc(""Bill of Materials"", {""date"": ""Processing"", ""shipping_address"": ""Draft"", ""workflow_state"": ["">"", 19983]})"
"Fetch Project having due_date = 'Paid', comments = 'Closed', and status greater than 17164.","frappe.get_doc(""Project"", {""due_date"": ""Paid"", ""comments"": ""Closed"", ""status"": ["">"", 17164]})"
"Find a Item with qty as 'Completed', comments set to 'Unpaid', and contact_email exceeding 10367.","frappe.get_doc(""Item"", {""qty"": ""Completed"", ""comments"": ""Unpaid"", ""contact_email"": ["">"", 10367]})"
"Can you get Lead where phone is 'Submitted', due_date is 'Delivered', and address is more than 17738?","frappe.get_doc(""Lead"", {""phone"": ""Submitted"", ""due_date"": ""Delivered"", ""address"": ["">"", 17738]})"
"Fetch Bed having end_date = 'Processing', address = 'Under Review', and amount greater than 12711.","frappe.get_doc(""Bed"", {""end_date"": ""Processing"", ""address"": ""Under Review"", ""amount"": ["">"", 12711]})"
"Fetch Payroll Entry having workflow_state = 'Cancelled', qty = 'Processing', and comments greater than 5829.","frappe.get_doc(""Payroll Entry"", {""workflow_state"": ""Cancelled"", ""qty"": ""Processing"", ""comments"": ["">"", 5829]})"
"Can you get Loan where name is 'Approved', user_id is 'Processing', and first_name is more than 6641?","frappe.get_doc(""Loan"", {""name"": ""Approved"", ""user_id"": ""Processing"", ""first_name"": ["">"", 6641]})"
"Fetch Loan Repayment having company = 'Unpaid', priority = 'Inactive', and supplier_name greater than 16746.","frappe.get_doc(""Loan Repayment"", {""company"": ""Unpaid"", ""priority"": ""Inactive"", ""supplier_name"": ["">"", 16746]})"
"Can you get Appointment where shipping_address is 'Completed', stock_uom is 'Delivered', and qty is more than 17794?","frappe.get_doc(""Appointment"", {""shipping_address"": ""Completed"", ""stock_uom"": ""Delivered"", ""qty"": ["">"", 17794]})"
"Find a Address with first_name as 'Submitted', quantity set to 'Pending', and priority exceeding 10944.","frappe.get_doc(""Address"", {""first_name"": ""Submitted"", ""quantity"": ""Pending"", ""priority"": ["">"", 10944]})"
"I need details of Patient Appointment where rate matches 'Under Review', total is 'Completed', and payment_terms is over 5343.","frappe.get_doc(""Patient Appointment"", {""rate"": ""Under Review"", ""total"": ""Completed"", ""payment_terms"": ["">"", 5343]})"
"Retrieve Payment Entry details where discount = 'Active', conversion_factor = 'Overdue', and workflow_state > 14076.","frappe.get_doc(""Payment Entry"", {""discount"": ""Active"", ""conversion_factor"": ""Overdue"", ""workflow_state"": ["">"", 14076]})"
"Retrieve Social Media Post details where project_name = 'Draft', description = 'Processing', and item_name > 9573.","frappe.get_doc(""Social Media Post"", {""project_name"": ""Draft"", ""description"": ""Processing"", ""item_name"": ["">"", 9573]})"
"Can you get Maintenance Schedule where end_date is 'Pending', notes is 'On Hold', and reference_number is more than 19207?","frappe.get_doc(""Maintenance Schedule"", {""end_date"": ""Pending"", ""notes"": ""On Hold"", ""reference_number"": ["">"", 19207]})"
"I need details of Letter Head where name matches 'Cancelled', workflow_state is 'Completed', and quantity is over 6419.","frappe.get_doc(""Letter Head"", {""name"": ""Cancelled"", ""workflow_state"": ""Completed"", ""quantity"": ["">"", 6419]})"
"Find a Blog Post with company as 'Inactive', enabled set to 'Approved', and department exceeding 11160.","frappe.get_doc(""Blog Post"", {""company"": ""Inactive"", ""enabled"": ""Approved"", ""department"": ["">"", 11160]})"
"Retrieve Patient details where remarks = 'Open', stock_uom = 'Processing', and reference_number > 7223.","frappe.get_doc(""Patient"", {""remarks"": ""Open"", ""stock_uom"": ""Processing"", ""reference_number"": ["">"", 7223]})"
"Can you get Job Applicant where shipping_address is 'Processing', enabled is 'Closed', and priority is more than 8674?","frappe.get_doc(""Job Applicant"", {""shipping_address"": ""Processing"", ""enabled"": ""Closed"", ""priority"": ["">"", 8674]})"
"I need details of Issue where approval_status matches 'Inactive', shipping_address is 'Confirmed', and modified_on is over 8656.","frappe.get_doc(""Issue"", {""approval_status"": ""Inactive"", ""shipping_address"": ""Confirmed"", ""modified_on"": ["">"", 8656]})"
"Can you get Delivery Note where project_name is 'Rejected', item_code is 'Completed', and first_name is more than 12984?","frappe.get_doc(""Delivery Note"", {""project_name"": ""Rejected"", ""item_code"": ""Completed"", ""first_name"": ["">"", 12984]})"
"I need details of Student Applicant where shipping_address matches 'Paid', date is 'Closed', and stock_uom is over 13717.","frappe.get_doc(""Student Applicant"", {""shipping_address"": ""Paid"", ""date"": ""Closed"", ""stock_uom"": ["">"", 13717]})"
"Retrieve Patient details where supplier_name = 'Unpaid', warehouse = 'Under Review', and quantity > 14114.","frappe.get_doc(""Patient"", {""supplier_name"": ""Unpaid"", ""warehouse"": ""Under Review"", ""quantity"": ["">"", 14114]})"
"Retrieve Timesheet details where approval_status = 'Completed', company = 'Open', and duration > 12025.","frappe.get_doc(""Timesheet"", {""approval_status"": ""Completed"", ""company"": ""Open"", ""duration"": ["">"", 12025]})"
"Fetch Invoice having warehouse = 'Delivered', billing_address = 'Closed', and notes greater than 8021.","frappe.get_doc(""Invoice"", {""warehouse"": ""Delivered"", ""billing_address"": ""Closed"", ""notes"": ["">"", 8021]})"
"Retrieve Material Request details where tax = 'Cancelled', user_id = 'Submitted', and delivery_date > 17905.","frappe.get_doc(""Material Request"", {""tax"": ""Cancelled"", ""user_id"": ""Submitted"", ""delivery_date"": ["">"", 17905]})"
"I need details of Sales Order where price matches 'Pending', item_group is 'Confirmed', and contact_phone is over 5940.","frappe.get_doc(""Sales Order"", {""price"": ""Pending"", ""item_group"": ""Confirmed"", ""contact_phone"": ["">"", 5940]})"
"Retrieve Blog Post details where stock_uom = 'Active', approval_status = 'Processing', and date > 17582.","frappe.get_doc(""Blog Post"", {""stock_uom"": ""Active"", ""approval_status"": ""Processing"", ""date"": ["">"", 17582]})"
"Fetch Project having end_date = 'Paid', qty = 'Completed', and item_name greater than 18263.","frappe.get_doc(""Project"", {""end_date"": ""Paid"", ""qty"": ""Completed"", ""item_name"": ["">"", 18263]})"
"Retrieve Purchase Invoice details where notes = '5762', customer_name = 'On Hold', and contact_person > 13289.","frappe.get_doc(""Purchase Invoice"", {""notes"": ""5762"", ""customer_name"": ""On Hold"", ""contact_person"": ["">"", 13289]})"
"Retrieve Opportunity details where shipping_address = 'Inactive', reference_number = 'Submitted', and payment_terms > 11907.","frappe.get_doc(""Opportunity"", {""shipping_address"": ""Inactive"", ""reference_number"": ""Submitted"", ""payment_terms"": ["">"", 11907]})"
"Find a Letter Head with project_name as 'Inactive', amount set to 'Overdue', and department exceeding 16030.","frappe.get_doc(""Letter Head"", {""project_name"": ""Inactive"", ""amount"": ""Overdue"", ""department"": ["">"", 16030]})"
"I need details of Training Program where comments matches 'Delivered', contact_email is 'Open', and supplier_id is over 15873.","frappe.get_doc(""Training Program"", {""comments"": ""Delivered"", ""contact_email"": ""Open"", ""supplier_id"": ["">"", 15873]})"
"Find a Delivery Note with project_name as 'Submitted', delivery_date set to 'Draft', and date exceeding 19035.","frappe.get_doc(""Delivery Note"", {""project_name"": ""Submitted"", ""delivery_date"": ""Draft"", ""date"": ["">"", 19035]})"
"I need details of Training Program where rate matches 'Unpaid', user_id is 'Paid', and country is over 18765.","frappe.get_doc(""Training Program"", {""rate"": ""Unpaid"", ""user_id"": ""Paid"", ""country"": ["">"", 18765]})"
"Find a Purchase Order with price as 'Draft', duration set to 'Approved', and delivery_date exceeding 18914.","frappe.get_doc(""Purchase Order"", {""price"": ""Draft"", ""duration"": ""Approved"", ""delivery_date"": ["">"", 18914]})"
"Retrieve Leave Allocation details where stock_uom = 'Draft', date = 'Processing', and supplier_id > 16532.","frappe.get_doc(""Leave Allocation"", {""stock_uom"": ""Draft"", ""date"": ""Processing"", ""supplier_id"": ["">"", 16532]})"
"Find a Email Queue with duration as 'Inactive', contact_person set to 'On Hold', and notes exceeding 19663.","frappe.get_doc(""Email Queue"", {""duration"": ""Inactive"", ""contact_person"": ""On Hold"", ""notes"": ["">"", 19663]})"
"Can you get Newsletter where status is 'Delivered', stock_uom is 'Completed', and attachments is more than 11495?","frappe.get_doc(""Newsletter"", {""status"": ""Delivered"", ""stock_uom"": ""Completed"", ""attachments"": ["">"", 11495]})"
"Fetch Communication having contact_phone = 'Active', priority = 'Delivered', and progress greater than 13207.","frappe.get_doc(""Communication"", {""contact_phone"": ""Active"", ""priority"": ""Delivered"", ""progress"": ["">"", 13207]})"
"Find a Invoice with phone as 'Active', reference_number set to 'On Hold', and first_name exceeding 17430.","frappe.get_doc(""Invoice"", {""phone"": ""Active"", ""reference_number"": ""On Hold"", ""first_name"": ["">"", 17430]})"
"Find a Letter Head with progress as 'Unpaid', supplier_name set to 'Submitted', and remarks exceeding 7239.","frappe.get_doc(""Letter Head"", {""progress"": ""Unpaid"", ""supplier_name"": ""Submitted"", ""remarks"": ["">"", 7239]})"
"Fetch Payment Entry having qty = 'Submitted', first_name = 'Overdue', and notes greater than 9855.","frappe.get_doc(""Payment Entry"", {""qty"": ""Submitted"", ""first_name"": ""Overdue"", ""notes"": ["">"", 9855]})"
"Find a Task with user_id as 'Paid', uom set to 'Delivered', and tax exceeding 16353.","frappe.get_doc(""Task"", {""user_id"": ""Paid"", ""uom"": ""Delivered"", ""tax"": ["">"", 16353]})"
"Find a Email Template with user_id as 'Delivered', qty set to '1911', and customer_name exceeding 7346.","frappe.get_doc(""Email Template"", {""user_id"": ""Delivered"", ""qty"": ""1911"", ""customer_name"": ["">"", 7346]})"
"Find a Email Account with progress as 'Unpaid', notes set to 'Draft', and workflow_state exceeding 11997.","frappe.get_doc(""Email Account"", {""progress"": ""Unpaid"", ""notes"": ""Draft"", ""workflow_state"": ["">"", 11997]})"
"I need details of Email Account where reference_number matches 'Active', description is 'Closed', and due_date is over 15450.","frappe.get_doc(""Email Account"", {""reference_number"": ""Active"", ""description"": ""Closed"", ""due_date"": ["">"", 15450]})"
"Fetch Payment Entry having department = 'Delivered', discount = 'Rejected', and due_date greater than 9479.","frappe.get_doc(""Payment Entry"", {""department"": ""Delivered"", ""discount"": ""Rejected"", ""due_date"": ["">"", 9479]})"
"Fetch Leave Application having discount = 'Pending', subtotal = 'Inactive', and end_date greater than 16496.","frappe.get_doc(""Leave Application"", {""discount"": ""Pending"", ""subtotal"": ""Inactive"", ""end_date"": ["">"", 16496]})"
"Can you get Contact where comments is 'Rejected', description is 'Active', and uom is more than 10620?","frappe.get_doc(""Contact"", {""comments"": ""Rejected"", ""description"": ""Active"", ""uom"": ["">"", 10620]})"
"Retrieve Asset details where created_on = 'Unpaid', reference_number = 'Completed', and company > 17402.","frappe.get_doc(""Asset"", {""created_on"": ""Unpaid"", ""reference_number"": ""Completed"", ""company"": ["">"", 17402]})"
"Fetch Journal Entry having department = 'Active', currency = 'Rejected', and payment_terms greater than 15159.","frappe.get_doc(""Journal Entry"", {""department"": ""Active"", ""currency"": ""Rejected"", ""payment_terms"": ["">"", 15159]})"
"Can you get Letter Head where billing_address is 'Closed', qty is 'Processing', and enabled is more than 9374?","frappe.get_doc(""Letter Head"", {""billing_address"": ""Closed"", ""qty"": ""Processing"", ""enabled"": ["">"", 9374]})"
"Can you get Website Settings where phone is 'Processing', amount is 'Draft', and customer_name is more than 7660?","frappe.get_doc(""Website Settings"", {""phone"": ""Processing"", ""amount"": ""Draft"", ""customer_name"": ["">"", 7660]})"
"I need details of Payroll Entry where conversion_factor matches 'Delivered', qty is 'Submitted', and priority is over 11364.","frappe.get_doc(""Payroll Entry"", {""conversion_factor"": ""Delivered"", ""qty"": ""Submitted"", ""priority"": ["">"", 11364]})"
"Fetch Material Request having name = 'On Hold', amount = 'On Hold', and supplier_id greater than 14003.","frappe.get_doc(""Material Request"", {""name"": ""On Hold"", ""amount"": ""On Hold"", ""supplier_id"": ["">"", 14003]})"
"Can you get Leave Application where attachments is 'Submitted', date is '7202', and payment_terms is more than 9489?","frappe.get_doc(""Leave Application"", {""attachments"": ""Submitted"", ""date"": ""7202"", ""payment_terms"": ["">"", 9489]})"
"Retrieve Exam details where contact_phone = 'Active', tax = 'Completed', and description > 6847.","frappe.get_doc(""Exam"", {""contact_phone"": ""Active"", ""tax"": ""Completed"", ""description"": ["">"", 6847]})"
"I need details of Loan where first_name matches '9927', duration is '5736', and tax is over 5243.","frappe.get_doc(""Loan"", {""first_name"": ""9927"", ""duration"": ""5736"", ""tax"": ["">"", 5243]})"
"I need details of Communication where rate matches 'Unpaid', name is 'Under Review', and stock_uom is over 9658.","frappe.get_doc(""Communication"", {""rate"": ""Unpaid"", ""name"": ""Under Review"", ""stock_uom"": ["">"", 9658]})"
"I need details of Loan Repayment where payment_terms matches 'Confirmed', email is 'Processing', and reference_number is over 10495.","frappe.get_doc(""Loan Repayment"", {""payment_terms"": ""Confirmed"", ""email"": ""Processing"", ""reference_number"": ["">"", 10495]})"
"Can you get Warehouse where first_name is 'Confirmed', progress is 'Processing', and supplier_name is more than 14982?","frappe.get_doc(""Warehouse"", {""first_name"": ""Confirmed"", ""progress"": ""Processing"", ""supplier_name"": ["">"", 14982]})"
"Fetch Property Setter having item_code = 'Active', customer_name = 'On Hold', and billing_address greater than 7677.","frappe.get_doc(""Property Setter"", {""item_code"": ""Active"", ""customer_name"": ""On Hold"", ""billing_address"": ["">"", 7677]})"
"Can you get Issue where description is 'Processing', approval_status is '7572', and status is more than 9282?","frappe.get_doc(""Issue"", {""description"": ""Processing"", ""approval_status"": ""7572"", ""status"": ["">"", 9282]})"
"Can you get Loan where designation is 'Submitted', name is 'Approved', and country is more than 16943?","frappe.get_doc(""Loan"", {""designation"": ""Submitted"", ""name"": ""Approved"", ""country"": ["">"", 16943]})"
"Find a Address with date as 'Draft', customer_name set to 'Open', and end_date exceeding 13022.","frappe.get_doc(""Address"", {""date"": ""Draft"", ""customer_name"": ""Open"", ""end_date"": ["">"", 13022]})"
"Fetch Patient having price = 'On Hold', priority = 'Open', and stock_uom greater than 14691.","frappe.get_doc(""Patient"", {""price"": ""On Hold"", ""priority"": ""Open"", ""stock_uom"": ["">"", 14691]})"
"I need details of Social Media Post where approval_status matches 'Processing', created_on is 'Processing', and contact_person is over 6392.","frappe.get_doc(""Social Media Post"", {""approval_status"": ""Processing"", ""created_on"": ""Processing"", ""contact_person"": ["">"", 6392]})"
"Find a Contact with address as 'Completed', country set to 'Active', and comments exceeding 14738.","frappe.get_doc(""Contact"", {""address"": ""Completed"", ""country"": ""Active"", ""comments"": ["">"", 14738]})"
"Fetch Sales Order having item_code = 'Draft', first_name = 'Completed', and name greater than 18458.","frappe.get_doc(""Sales Order"", {""item_code"": ""Draft"", ""first_name"": ""Completed"", ""name"": ["">"", 18458]})"
"Can you get Opportunity where uom is 'Rejected', created_on is 'Completed', and phone is more than 18059?","frappe.get_doc(""Opportunity"", {""uom"": ""Rejected"", ""created_on"": ""Completed"", ""phone"": ["">"", 18059]})"
